PTU,oids,Latitude,Longitude
PTU-00448,3300060654,40.04,-105.55
PTU-00448,3300020922,42.48,-72.18
PTU-00448,3300020764,42.48,-72.18
PTU-00448,3300060356,40.38,-106.1
PTU-00448,3300052907,41.01,-106.54
PTU-00448,3300060645,65.18,-147.54
PTU-00448,3300021406,42.48,-72.18
PTU-00448,3300020916,42.48,-72.18
PTU-00448,3300056834,68.35,19.05
PTU-00449,3300044837,40.51,-106.05
PTU-00449,3300044691,40.37,-106.1
PTU-00449,3300050392,68.36,19.05
PTU-00449,3300060780,45.83,-122.02
PTU-00449,3300061175,44.94,-110.43
PTU-00449,3300061639,40.04,-105.58
PTU-00449,3300060645,65.18,-147.54
PTU-00449,3300044811,40.37,-106.1
PTU-00449,3300060895,37.06,-118.99
PTU-00449,3300050120,68.35,19.05
PTU-00449,3300053685,44.67,-121.72
PTU-00449,3300047652,68.36,19.05
PTU-00450,3300048814,68.35,19.05
PTU-00450,3300048774,68.35,19.05
PTU-00450,3300048044,68.36,19.05
PTU-00450,3300050010,68.35,19.05
PTU-00450,3300048820,68.35,19.05
PTU-00450,3300056791,68.35,19.05
PTU-00450,3300050027,68.35,19.05
PTU-00450,3300046673,68.35,19.05
PTU-00450,3300048047,68.36,19.05
PTU-00450,3300050034,68.36,19.04
PTU-00450,3300050031,68.35,19.05
PTU-00450,3300048045,68.36,19.05
PTU-00451,2808606901,15.18,105.26
PTU-00451,2808606903,-19.49,132.55
PTU-00451,2808606894,-19.49,132.55
PTU-00451,3300003322,-19.73,147.18
PTU-00451,2808606830,15.18,105.26
PTU-00451,2808606884,-19.49,132.55
PTU-00451,2808606904,-19.49,132.55
PTU-00451,2808606907,-19.49,132.55
PTU-00451,2808606828,15.18,105.26
PTU-00451,2808606885,-19.49,132.55
PTU-00451,3300001989,42.39,-85.37
PTU-00451,3300009545,42.39,-85.37
PTU-00452,3300026089,42.39,-85.37
PTU-00452,3300009148,42.39,-85.37
PTU-00452,3300013297,42.39,-85.37
PTU-00452,3300013308,42.39,-85.37
PTU-00452,3300005338,42.39,-85.37
PTU-00452,3300013296,42.39,-85.37
PTU-00452,3300009098,42.39,-85.37
PTU-00452,3300025934,42.39,-85.37
PTU-00452,3300005459,42.39,-85.37
PTU-00452,3300026023,42.39,-85.37
PTU-00452,3300009176,42.39,-85.37
PTU-00452,3300025935,42.39,-85.37
PTU-00452,3300014969,42.39,-85.37
PTU-00453,2899946620,40.0,-4.0
PTU-00453,2896364036,40.0,-4.0
PTU-00453,3300049141,35.88,-106.3
PTU-00453,3300053165,35.88,-106.3
PTU-00453,3300042007,41.89,-103.69
PTU-00453,2918445941,38.0,-97.0
PTU-00454,3300050032,68.35,19.05
PTU-00454,3300048824,68.35,19.05
PTU-00454,3300046697,68.35,19.05
PTU-00454,3300046673,68.35,19.05
PTU-00454,3300046698,68.35,19.05
PTU-00454,3300056791,68.35,19.05
PTU-00454,3300021077,68.35,19.05
PTU-00454,3300046509,68.35,19.04
PTU-00454,3300050031,68.35,19.05
PTU-00454,3300049719,68.35,19.05
PTU-00454,3300048772,68.35,19.05
PTU-00454,3300048771,68.35,19.05
PTU-00454,3300048791,68.35,19.05
PTU-00455,3300041809,38.98,-106.97
PTU-00455,3300021178,42.48,-72.18
PTU-00455,3300056587,68.35,19.05
PTU-00455,3300060913,68.62,-149.63
PTU-00455,3300046712,68.36,19.04
PTU-00455,3300046478,68.36,19.04
PTU-00455,3300044981,42.3,-72.12
PTU-00455,3300048772,68.35,19.05
PTU-00455,3300048785,68.35,19.05
PTU-00455,3300036800,36.5,-121.8
PTU-00455,3300050393,68.36,19.05
PTU-00455,3300021182,68.35,19.05
PTU-00456,3300041516,-43.65,172.34
PTU-00456,2802428821,40.0,-4.0
PTU-00456,3300041404,41.89,-103.69
PTU-00456,3300042007,41.89,-103.69
PTU-00456,3300003323,-19.73,147.18
PTU-00456,3300041413,41.89,-103.69
PTU-00456,PLSDB_NZ_CP064932.1,0.37,34.26
PTU-00456,2852395405,23.0,-102.0
PTU-00457,3300042657,37.28,127.9
PTU-00457,3300025904,42.39,-85.37
PTU-00457,3300009551,42.39,-85.37
PTU-00457,3300002075,42.39,-85.37
PTU-00457,3300013307,42.39,-85.37
PTU-00457,3300005577,42.39,-85.37
PTU-00457,3300025949,42.39,-85.37
PTU-00457,3300025920,42.39,-85.37
PTU-00457,3300025945,42.39,-85.37
PTU-00457,3300013100,42.39,-85.37
PTU-00457,3300005564,42.39,-85.37
PTU-00457,3300025933,42.39,-85.37
PTU-00458,3300061624,65.19,-147.54
PTU-00458,3300043777,42.3,-72.12
PTU-00458,3300044908,42.3,-72.12
PTU-00458,3300054953,48.9,13.56
PTU-00458,3300031715,39.08,-86.47
PTU-00458,3300060644,65.17,-147.52
PTU-00458,3300039524,65.16,-147.49
PTU-00458,3300060667,45.83,-121.96
PTU-00458,3300031718,39.08,-86.47
PTU-00458,3300044981,42.3,-72.12
PTU-00458,3300052304,47.51,-93.45
PTU-00458,3300021404,42.48,-72.18
PTU-00459,3300061624,65.19,-147.54
PTU-00459,3300060654,40.04,-105.55
PTU-00459,3300060780,45.83,-122.02
PTU-00459,3300039616,65.16,-147.49
PTU-00459,3300052907,41.01,-106.54
PTU-00459,3300061179,45.84,-122.0
PTU-00459,3300060645,65.18,-147.54
PTU-00459,3300031823,39.08,-86.47
PTU-00459,3300060653,40.04,-105.58
PTU-00459,3300043673,38.99,-107.06
PTU-00459,3300060357,38.91,-120.66
PTU-00459,3300036827,37.0,-122.2
PTU-00460,3300042835,38.92,-106.95
PTU-00460,3300036850,41.17,-96.41
PTU-00460,3300042822,38.92,-106.95
PTU-00460,3300042817,38.92,-106.96
PTU-00460,3300042828,38.92,-106.95
PTU-00460,3300051239,45.27,-97.84
PTU-00460,3300010041,38.87,-122.43
PTU-00460,3300028796,38.92,-106.95
PTU-00460,3300036862,41.17,-96.41
PTU-00460,3300028814,38.92,-106.95
PTU-00460,3300005981,18.4,-66.05
PTU-00460,3300042823,38.92,-106.95
PTU-00461,3300036828,-33.6,150.0
PTU-00461,3300039553,30.71,-95.55
PTU-00461,3300036785,-33.6,150.0
PTU-00461,3300046453,44.59,-123.19
PTU-00461,3300036796,-34.5,150.0
PTU-00461,3300036778,-34.5,150.0
PTU-00461,3300025900,42.39,-85.37
PTU-00461,3300036822,-34.5,150.0
PTU-00461,3300014497,41.16,-96.41
PTU-00461,3300009011,42.39,-85.37
PTU-00461,3300009101,42.39,-85.37
PTU-00462,3300037248,42.53,-72.19
PTU-00462,3300043783,42.3,-72.12
PTU-00462,3300044653,42.3,-72.12
PTU-00462,3300043811,42.3,-72.12
PTU-00462,3300060649,65.17,-147.48
PTU-00462,3300043777,42.3,-72.12
PTU-00462,3300044908,42.3,-72.12
PTU-00462,3300037840,42.53,-72.19
PTU-00462,3300060645,65.18,-147.54
PTU-00462,3300044977,42.3,-72.12
PTU-00462,3300021405,42.48,-72.18
PTU-00462,3300044982,42.3,-72.12
PTU-00463,3300025940,42.39,-85.37
PTU-00463,3300011119,42.39,-85.37
PTU-00463,3300006237,42.41,-85.4
PTU-00463,3300013308,42.39,-85.37
PTU-00463,3300005455,42.39,-85.37
PTU-00463,3300025904,42.39,-85.37
PTU-00463,3300010367,38.99,-123.07
PTU-00463,3300025931,42.39,-85.37
PTU-00463,3300005354,42.39,-85.37
PTU-00463,3300006358,42.41,-85.4
PTU-00463,3300005327,42.39,-85.37
PTU-00463,3300003320,-19.73,147.18
PTU-00464,2822357007,38.0,-97.0
PTU-00464,2822294702,38.0,-97.0
PTU-00464,643886158,39.08,-77.16
PTU-00464,2519103124,38.0,-97.0
PTU-00464,2822801478,38.0,-97.0
PTU-00464,2822344979,38.0,-97.0
PTU-00464,2822126522,38.0,-97.0
PTU-00464,2822070700,38.0,-97.0
PTU-00464,2537562004,38.0,-97.0
PTU-00464,3300045976,14.75,-16.85
PTU-00464,2823053753,38.0,-97.0
PTU-00464,PLSDB_NZ_CP036053.1,52.53,22.97
PTU-00465,3300048814,68.35,19.05
PTU-00465,3300041809,38.98,-106.97
PTU-00465,3300048825,68.35,19.05
PTU-00465,3300046673,68.35,19.05
PTU-00465,3300048044,68.36,19.05
PTU-00465,3300056791,68.35,19.05
PTU-00465,3300050028,68.35,19.05
PTU-00465,3300021076,68.35,19.05
PTU-00465,3300048772,68.35,19.05
PTU-00465,3300048821,68.35,19.05
PTU-00465,3300048776,68.35,19.05
PTU-00465,3300050026,68.35,19.05
PTU-00466,3300041967,41.92,-93.75
PTU-00466,3300051099,43.3,-89.33
PTU-00466,3300051851,45.27,-97.84
PTU-00466,3300020125,42.49,-85.46
PTU-00466,3300020129,42.49,-85.46
PTU-00466,3300006175,42.48,-85.45
PTU-00466,3300031184,45.55,-122.38
PTU-00466,3300051238,43.3,-89.33
PTU-00466,3300044811,40.37,-106.1
PTU-00466,3300051096,43.3,-89.33
PTU-00466,3300031198,45.7,-121.67
PTU-00466,3300049002,33.7,-117.47
PTU-00467,3300046472,46.12,-123.27
PTU-00467,3300047673,46.12,-123.27
PTU-00467,3300046678,46.12,-123.27
PTU-00467,3300025256,35.91,-79.05
PTU-00467,3300046459,46.12,-123.27
PTU-00467,3300046516,46.12,-123.27
PTU-00467,3300046463,46.12,-123.27
PTU-00467,3300002705,35.91,-79.05
PTU-00467,3300046665,44.59,-123.19
PTU-00467,3300046474,44.59,-123.19
PTU-00467,3300047655,68.36,19.05
PTU-00467,3300047319,46.12,-123.27
PTU-00468,3300041809,38.98,-106.97
PTU-00468,3300050044,68.35,19.05
PTU-00468,3300021181,42.48,-72.18
PTU-00468,3300050134,68.35,19.05
PTU-00468,3300048766,68.35,19.05
PTU-00468,3300049721,68.35,19.05
PTU-00468,3300050028,68.35,19.05
PTU-00468,3300049728,68.36,19.04
PTU-00468,3300046712,68.36,19.04
PTU-00468,3300021077,68.35,19.05
PTU-00468,3300046711,68.36,19.04
PTU-00469,3300035071,57.19,-2.21
PTU-00469,3300031250,47.65,-122.3
PTU-00469,3300035072,57.19,-2.21
PTU-00469,3300031251,47.65,-122.3
PTU-00469,3300035109,57.19,-2.21
PTU-00470,3300041809,38.98,-106.97
PTU-00470,3300051166,68.36,19.05
PTU-00470,3300047657,68.36,19.05
PTU-00470,3300050034,68.36,19.04
PTU-00470,3300049728,68.36,19.04
PTU-00470,3300048041,68.36,19.05
PTU-00470,3300047649,68.36,19.05
PTU-00470,3300050035,68.36,19.04
PTU-00470,3300049718,68.35,19.05
PTU-00470,3300050393,68.36,19.05
PTU-00471,3300049586,29.41,-82.18
PTU-00471,3300049569,29.41,-82.17
PTU-00471,3300049582,29.41,-82.17
PTU-00471,3300060353,29.41,-82.18
PTU-00471,3300049573,29.41,-82.17
PTU-00471,3300049568,29.41,-82.17
PTU-00471,3300049570,29.41,-82.17
PTU-00471,3300049581,29.41,-82.17
PTU-00471,3300049589,29.41,-82.18
PTU-00471,3300049822,29.41,-82.17
PTU-00471,3300049571,29.41,-82.17
PTU-00471,3300049572,29.41,-82.17
PTU-00472,3300050232,41.84,-88.23
PTU-00472,3300051200,45.27,-97.84
PTU-00472,3300050236,45.27,-97.84
PTU-00472,3300050220,41.84,-88.23
PTU-00472,3300051099,43.3,-89.33
PTU-00472,3300050227,41.84,-88.23
PTU-00472,3300050240,45.27,-97.84
PTU-00472,3300051852,45.27,-97.84
PTU-00472,3300050241,45.27,-97.84
PTU-00473,3300041809,38.98,-106.97
PTU-00473,3300050032,68.35,19.05
PTU-00473,3300048824,68.35,19.05
PTU-00473,3300047650,68.36,19.05
PTU-00473,3300048044,68.36,19.05
PTU-00473,3300050391,68.36,19.05
PTU-00473,3300047661,68.35,19.05
PTU-00473,3300047649,68.36,19.05
PTU-00473,3300048780,68.35,19.05
PTU-00473,3300049727,68.36,19.04
PTU-00473,3300047655,68.36,19.05
PTU-00474,3300050032,68.35,19.05
PTU-00474,3300046697,68.35,19.05
PTU-00474,3300048825,68.35,19.05
PTU-00474,3300056870,68.35,19.05
PTU-00474,3300049729,68.36,19.04
PTU-00474,3300050027,68.35,19.05
PTU-00474,3300021083,68.35,19.05
PTU-00474,3300046479,68.36,19.04
PTU-00474,3300021076,68.35,19.05
PTU-00474,3300048045,68.36,19.05
PTU-00474,3300046484,68.35,19.04
PTU-00474,3300054973,68.36,19.04
PTU-00475,3300049823,29.41,-82.17
PTU-00475,3300049579,29.41,-82.17
PTU-00475,3300049586,29.41,-82.18
PTU-00475,3300049569,29.41,-82.17
PTU-00475,3300049590,29.41,-82.18
PTU-00475,3300049568,29.41,-82.17
PTU-00475,3300049570,29.41,-82.17
PTU-00475,3300049742,29.41,-82.18
PTU-00475,3300049822,29.41,-82.17
PTU-00475,3300049571,29.41,-82.17
PTU-00476,3300046455,46.12,-123.27
PTU-00476,3300047447,44.59,-123.19
PTU-00476,3300047323,44.59,-123.19
PTU-00476,3300053165,35.88,-106.3
PTU-00476,3300046452,44.59,-123.19
PTU-00477,3300049823,29.41,-82.17
PTU-00477,3300049579,29.41,-82.17
PTU-00477,3300049569,29.41,-82.17
PTU-00477,3300049573,29.41,-82.17
PTU-00477,3300049568,29.41,-82.17
PTU-00477,3300049570,29.41,-82.17
PTU-00477,3300049581,29.41,-82.17
PTU-00477,3300049822,29.41,-82.17
PTU-00477,3300049571,29.41,-82.17
PTU-00477,3300049572,29.41,-82.17
PTU-00478,3300035074,57.19,-2.21
PTU-00478,2891088606,36.0,138.0
PTU-00478,3300031239,47.65,-122.3
PTU-00478,3300035073,57.19,-2.21
PTU-00478,3300035168,57.19,-2.21
PTU-00479,3300051099,43.3,-89.33
PTU-00479,3300050216,43.3,-89.33
PTU-00479,3300036826,26.65,-80.63
PTU-00479,3300036835,26.65,-80.63
PTU-00479,3300051204,43.3,-89.33
PTU-00479,3300036857,26.65,-80.63
PTU-00479,3300036759,26.65,-80.63
PTU-00479,3300036841,26.65,-80.63
PTU-00479,3300037153,26.65,-80.63
PTU-00480,3300046663,46.12,-123.27
PTU-00480,3300046457,44.59,-123.19
PTU-00480,3300046463,46.12,-123.27
PTU-00480,3300046543,46.12,-123.27
PTU-00480,3300047322,46.12,-123.27
PTU-00480,3300009011,42.39,-85.37
PTU-00480,3300046531,46.12,-123.27
PTU-00480,3300002067,42.39,-85.37
PTU-00481,3300037491,42.53,-72.19
PTU-00481,3300060913,68.62,-149.63
PTU-00481,3300051851,45.27,-97.84
PTU-00481,3300005983,18.4,-66.05
PTU-00481,3300041966,39.1,-96.61
PTU-00481,3300051201,45.27,-97.84
PTU-00481,3300031730,47.53,-121.83
PTU-00481,3300049791,35.88,-106.54
PTU-00481,3300049796,35.88,-106.54
PTU-00481,3300060668,68.67,-149.38
PTU-00481,3300061535,40.19,-112.46
PTU-00481,3300048086,35.88,-106.54
PTU-00482,3300010375,42.39,-85.37
PTU-00482,3300005563,42.39,-85.37
PTU-00482,3300025933,42.39,-85.37
PTU-00482,3300009551,42.39,-85.37
PTU-00482,3300025911,42.39,-85.37
PTU-00482,3300005614,42.39,-85.37
PTU-00482,3300025949,42.39,-85.37
PTU-00482,3300009174,42.39,-85.37
PTU-00482,3300025914,42.39,-85.37
PTU-00482,3300026078,42.39,-85.37
PTU-00482,3300002067,42.39,-85.37
PTU-00482,3300009545,42.39,-85.37
PTU-00483,3300046694,44.59,-123.19
PTU-00483,3300046472,46.12,-123.27
PTU-00483,3300047321,46.12,-123.27
PTU-00483,3300046473,46.12,-123.27
PTU-00483,3300046459,46.12,-123.27
PTU-00483,3300046679,46.12,-123.27
PTU-00483,2773858006,53.0,6.0
PTU-00483,3300046690,46.12,-123.27
PTU-00483,3300046463,46.12,-123.27
PTU-00483,3300046526,46.12,-123.27
PTU-00483,3300046680,46.12,-123.27
PTU-00484,3300025972,42.39,-85.37
PTU-00484,3300026095,42.39,-85.37
PTU-00484,3300025949,42.39,-85.37
PTU-00484,3300026078,42.39,-85.37
PTU-00484,3300025931,42.39,-85.37
PTU-00484,3300025924,42.39,-85.37
PTU-00484,3300005330,42.39,-85.37
PTU-00484,3300017792,42.39,-85.37
PTU-00484,3300013105,42.39,-85.37
PTU-00484,3300025986,42.39,-85.37
PTU-00484,3300026142,42.39,-85.37
PTU-00485,3300047318,44.59,-123.19
PTU-00485,3300046518,44.59,-123.19
PTU-00485,3300046491,44.59,-123.19
PTU-00485,3300049459,44.59,-123.19
PTU-00485,3300046615,44.59,-123.19
PTU-00485,3300046794,44.59,-123.19
PTU-00485,3300049460,44.59,-123.19
PTU-00485,3300046513,44.59,-123.19
PTU-00485,3300048091,44.59,-123.19
PTU-00485,3300046538,44.59,-123.19
PTU-00485,3300046506,44.59,-123.19
PTU-00485,3300046460,44.59,-123.19
PTU-00486,3300041809,38.98,-106.97
PTU-00486,3300037248,42.53,-72.19
PTU-00486,3300043675,38.99,-107.06
PTU-00486,3300051166,68.36,19.05
PTU-00486,3300047650,68.36,19.05
PTU-00486,3300047657,68.36,19.05
PTU-00486,3300050391,68.36,19.05
PTU-00486,3300060666,40.04,-105.56
PTU-00486,3300047651,68.36,19.05
PTU-00486,3300047661,68.35,19.05
PTU-00486,3300050375,68.36,19.05
PTU-00486,3300050393,68.36,19.05
PTU-00487,3300037491,42.53,-72.19
PTU-00487,3300044653,42.3,-72.12
PTU-00487,3300020582,42.48,-72.18
PTU-00487,3300021477,42.48,-72.18
PTU-00487,3300037840,42.53,-72.19
PTU-00487,3300037451,42.53,-72.19
PTU-00487,3300037883,42.53,-72.19
PTU-00487,3300021406,42.48,-72.18
PTU-00487,3300037845,42.53,-72.19
PTU-00487,3300044714,42.3,-72.12
PTU-00487,3300037235,42.53,-72.19
PTU-00487,3300021433,42.48,-72.18
PTU-00488,3300051099,43.3,-89.33
PTU-00488,3300048997,33.67,-117.46
PTU-00488,3300061668,53.55,-114.2
PTU-00488,3300041966,39.1,-96.61
PTU-00488,3300061659,53.55,-114.2
PTU-00488,3300051204,43.3,-89.33
PTU-00488,3300051238,43.3,-89.33
PTU-00488,3300051096,43.3,-89.33
PTU-00488,3300050242,43.3,-89.33
PTU-00489,3300049000,33.67,-117.46
PTU-00489,3300041966,39.1,-96.61
PTU-00489,3300013105,42.39,-85.37
PTU-00489,3300005616,42.39,-85.37
PTU-00489,3300005327,42.39,-85.37
PTU-00489,3300021067,33.3,-116.25
PTU-00489,3300013100,42.39,-85.37
PTU-00489,3300025944,42.39,-85.37
PTU-00489,3300031938,37.89,-122.3
PTU-00489,3300005564,42.39,-85.37
PTU-00489,3300005457,42.39,-85.37
PTU-00490,PLSDB_NZ_CP004869.1,34.41,86.03
PTU-00490,2609460262,38.0,-97.0
PTU-00490,2541047118,50.8333,4.0
PTU-00490,PLSDB_CP043232.1,34.41,86.03
PTU-00490,2534681955,50.8333,4.0
PTU-00490,PLSDB_NZ_CP004872.1,39.78,-100.45
PTU-00491,3300041809,38.98,-106.97
PTU-00491,3300020581,42.48,-72.18
PTU-00491,3300051670,48.9,13.56
PTU-00491,3300021559,42.48,-72.18
PTU-00491,3300046747,46.12,-123.27
PTU-00491,3300035083,46.11,-122.99
PTU-00491,3300051847,48.91,13.56
PTU-00491,3300021088,42.48,-72.18
PTU-00491,3300046709,46.12,-123.27
PTU-00491,3300035695,46.11,-122.99
PTU-00491,3300043787,42.3,-72.12
PTU-00491,3300046722,44.59,-123.19
PTU-00492,PLSDB_NZ_CP004861.1,34.41,86.03
PTU-00492,PLSDB_CP043233.1,34.41,86.03
PTU-00492,2537562008,34.0,9.0
PTU-00492,2545824726,-10.0,-55.0
PTU-00492,PLSDB_NZ_CP091111.1,25.04,113.74
PTU-00492,2537561854,25.2,55.3
PTU-00492,2946096398,37.0,35.32
PTU-00492,2534681955,50.8333,4.0
PTU-00492,2541047118,50.8333,4.0
PTU-00492,PLSDB_NZ_CP004876.1,39.78,-100.45
PTU-00493,3300020582,42.48,-72.18
PTU-00493,3300043783,42.3,-72.12
PTU-00493,3300061205,33.38,-97.65
PTU-00493,3300043777,42.3,-72.12
PTU-00493,3300045282,47.55,-92.3
PTU-00493,3300047509,47.55,-92.3
PTU-00493,3300061179,45.84,-122.0
PTU-00493,3300043661,38.99,-107.06
PTU-00493,3300044946,42.3,-72.12
PTU-00493,3300036819,36.5,-121.8
PTU-00493,3300044977,42.3,-72.12
PTU-00493,3300055278,41.55,-70.64
PTU-00494,2740892463,38.0,-97.0
PTU-00494,3300013307,42.39,-85.37
PTU-00494,3300025981,42.39,-85.37
PTU-00494,3300026067,42.39,-85.37
PTU-00494,3300005614,42.39,-85.37
PTU-00494,3300026078,42.39,-85.37
PTU-00494,3300005578,42.39,-85.37
PTU-00494,3300013102,42.39,-85.37
PTU-00494,3300001915,42.39,-85.37
PTU-00494,3300025920,42.39,-85.37
PTU-00494,3300025945,42.39,-85.37
PTU-00494,3300020610,42.39,-85.37
PTU-00495,3300021420,42.48,-72.18
PTU-00495,3300039505,40.8,-76.34
PTU-00495,3300037452,42.53,-72.19
PTU-00495,3300037840,42.53,-72.19
PTU-00495,3300021474,42.48,-72.18
PTU-00495,3300031823,39.08,-86.47
PTU-00495,3300036834,-34.5,150.0
PTU-00495,3300020583,42.48,-72.18
PTU-00495,3300020897,42.48,-72.18
PTU-00495,3300031962,39.08,-86.47
PTU-00495,3300020666,42.48,-72.18
PTU-00496,3300046523,44.59,-123.19
PTU-00496,3300046507,44.59,-123.19
PTU-00496,3300046692,44.59,-123.19
PTU-00496,3300049459,44.59,-123.19
PTU-00496,3300046500,44.59,-123.19
PTU-00496,3300046524,44.59,-123.19
PTU-00496,3300046458,44.59,-123.19
PTU-00496,3300046522,44.59,-123.19
PTU-00496,3300048091,44.59,-123.19
PTU-00496,3300046471,44.59,-123.19
PTU-00496,3300047469,44.59,-123.19
PTU-00496,3300046460,44.59,-123.19
PTU-00497,3300027884,38.0,-97.0
PTU-00497,3300043788,42.3,-72.12
PTU-00497,3300045012,42.3,-72.12
PTU-00497,3300037846,42.53,-72.19
PTU-00497,3300028906,38.0,-97.0
PTU-00497,3300051668,49.0,13.36
PTU-00497,3300044981,42.3,-72.12
PTU-00497,3300021406,42.48,-72.18
PTU-00497,3300037235,42.53,-72.19
PTU-00497,3300039476,65.16,-147.49
PTU-00497,3300021433,42.48,-72.18
PTU-00497,3300020583,42.48,-72.18
PTU-00498,MGYA00645592,51.98,5.67
PTU-00498,MGYA00645686,51.98,5.67
PTU-00498,MGYA00645664,51.98,5.67
PTU-00498,MGYA00645624,51.98,5.67
PTU-00498,MGYA00645589,51.98,5.67
PTU-00498,MGYA00645655,51.98,5.67
PTU-00498,MGYA00645642,51.98,5.67
PTU-00498,MGYA00645605,51.98,5.67
PTU-00498,MGYA00645676,51.98,5.67
PTU-00498,MGYA00645633,51.98,5.67
PTU-00498,MGYA00645548,51.98,5.67
PTU-00499,3300005563,42.39,-85.37
PTU-00499,3300043675,38.99,-107.06
PTU-00499,3300052936,41.12,-106.15
PTU-00499,3300044691,40.37,-106.1
PTU-00499,3300061624,65.19,-147.54
PTU-00499,3300060652,40.04,-105.57
PTU-00499,3300061639,40.04,-105.58
PTU-00499,3300060645,65.18,-147.54
PTU-00499,3300035672,38.74,-120.4
PTU-00500,3300005289,42.79,-84.39
PTU-00500,3300046810,44.59,-123.19
PTU-00500,3300039867,60.25,25.17
PTU-00500,3300036791,-33.6,150.0
PTU-00500,3300013306,42.39,-85.37
PTU-00500,3300036772,-33.6,150.0
PTU-00500,2848527897,35.0,105.0
PTU-00500,3300046471,44.59,-123.19
PTU-00500,3300050133,68.35,19.05
PTU-00500,Refsoil_NC_015062.1,36.01,84.26
PTU-00501,3300050032,68.35,19.05
PTU-00501,3300048824,68.35,19.05
PTU-00501,3300048825,68.35,19.05
PTU-00501,3300048823,68.35,19.05
PTU-00501,3300048827,68.35,19.05
PTU-00501,3300050017,68.35,19.05
PTU-00501,3300050031,68.35,19.05
PTU-00501,3300048818,68.35,19.05
PTU-00501,3300048763,68.35,19.05
PTU-00501,3300048771,68.35,19.05
PTU-00501,3300048791,68.35,19.05
PTU-00501,3300048775,68.35,19.05
PTU-00502,3300053084,46.12,-123.27
PTU-00502,3300047089,46.12,-123.27
PTU-00502,3300046823,46.12,-123.27
PTU-00502,3300046837,46.12,-123.27
PTU-00502,3300046680,46.12,-123.27
PTU-00502,3300046723,44.59,-123.19
PTU-00502,3300046463,46.12,-123.27
PTU-00502,3300035172,46.11,-122.99
PTU-00502,3300047314,46.12,-123.27
PTU-00502,3300035086,46.11,-122.99
PTU-00502,3300046679,46.12,-123.27
PTU-00502,3300046718,46.12,-123.27
PTU-00503,3300046811,46.12,-123.27
PTU-00503,3300047322,46.12,-123.27
PTU-00503,3300049445,46.12,-123.27
PTU-00503,3300046678,46.12,-123.27
PTU-00503,3300046837,46.12,-123.27
PTU-00503,3300046724,46.12,-123.27
PTU-00503,3300046780,46.12,-123.27
PTU-00503,3300047316,46.12,-123.27
PTU-00503,3300046836,46.12,-123.27
PTU-00503,3300047312,46.12,-123.27
PTU-00503,3300047314,46.12,-123.27
PTU-00503,3300046718,46.12,-123.27
PTU-00504,3300047089,46.12,-123.27
PTU-00504,3300046823,46.12,-123.27
PTU-00504,3300046837,46.12,-123.27
PTU-00504,3300049440,46.12,-123.27
PTU-00504,3300046675,46.12,-123.27
PTU-00504,3300047316,46.12,-123.27
PTU-00504,3300046718,46.12,-123.27
PTU-00504,3300047322,46.12,-123.27
PTU-00504,3300046829,46.12,-123.27
PTU-00504,3300047314,46.12,-123.27
PTU-00504,3300046722,44.59,-123.19
PTU-00504,3300049445,46.12,-123.27
PTU-00505,3300050129,68.35,19.05
PTU-00505,3300050192,68.35,19.05
PTU-00505,3300050032,68.35,19.05
PTU-00505,3300048825,68.35,19.05
PTU-00505,3300050118,68.35,19.05
PTU-00505,3300048813,68.35,19.05
PTU-00505,3300050017,68.35,19.05
PTU-00505,3300048810,68.35,19.05
PTU-00505,3300048763,68.35,19.05
PTU-00505,3300048791,68.35,19.05
PTU-00505,3300048775,68.35,19.05
PTU-00506,3300047673,46.12,-123.27
PTU-00506,3300047315,46.12,-123.27
PTU-00506,3300053085,46.12,-123.27
PTU-00506,3300046642,46.12,-123.27
PTU-00506,3300035170,46.11,-122.99
PTU-00506,3300046526,46.12,-123.27
PTU-00506,3300047316,46.12,-123.27
PTU-00506,3300046717,46.12,-123.27
PTU-00506,3300049450,46.12,-123.27
PTU-00506,3300046829,46.12,-123.27
PTU-00506,3300046809,46.12,-123.27
PTU-00506,3300049448,46.12,-123.27
PTU-00507,3300049030,38.53,-121.78
PTU-00507,3300049207,38.53,-121.78
PTU-00507,3300049053,38.53,-121.78
PTU-00507,3300049023,38.53,-121.78
PTU-00507,3300049022,38.53,-121.78
PTU-00507,3300049194,38.53,-121.78
PTU-00507,3300049020,38.53,-121.78
PTU-00507,3300049049,38.53,-121.78
PTU-00507,3300049044,38.53,-121.78
PTU-00507,3300049052,38.53,-121.78
PTU-00507,3300049181,38.53,-121.78
PTU-00507,3300049204,38.53,-121.78
PTU-00508,3300061213,33.38,-97.62
PTU-00508,3300049564,41.89,-89.32
PTU-00508,3300047089,46.12,-123.27
PTU-00508,3300041966,39.1,-96.61
PTU-00508,3300049986,38.99,-107.07
PTU-00508,3300005436,42.48,-85.45
PTU-00508,3300005435,42.48,-85.45
PTU-00508,3300025928,42.48,-85.45
PTU-00508,3300010396,42.39,-85.37
PTU-00508,3300048798,68.36,19.04
PTU-00508,3300043538,38.95,-107.07
PTU-00509,3300009093,42.39,-85.37
PTU-00509,3300021420,42.48,-72.18
PTU-00509,3300021181,42.48,-72.18
PTU-00509,3300036790,35.5,-121.0
PTU-00509,3300037840,42.53,-72.19
PTU-00509,3300020580,42.48,-72.18
PTU-00509,3300050016,68.35,19.05
PTU-00509,3300048793,68.36,19.04
