PFAM	Meta	Isolate	log_odds	p	padj
PF00665	2861.0	1748.0	-2.1313555316370807	0.0	0.0
PF02530	61.0	93.0	-2.839388164040205	2.403656544684105e-60	4.2591107195279756e-60
PF00376	975.0	967.0	-2.5206768086029028	0.0	0.0
PF13817	889.0	589.0	-2.0670234788194493	1.5759221129125565e-249	9.710522727575249e-249
PF02661	1720.0	720.0	-1.6164046417728521	4.402912625885809e-213	2.329832808640714e-212
PF02767	122.0	113.0	-2.349087980302323	1.0455145527627906e-58	1.830241376087387e-58
PF12686	193.0	121.0	-1.9614655679421493	7.854707963959732e-50	1.2540540618748082e-49
PF14367	86.0	21.0	-1.0391672058261898	0.0001524895930909341	0.0001610883695999272
PF13005	768.0	546.0	-2.133109552958409	9.274747593786482e-242	5.4962343521341826e-241
PF00512	2135.0	1688.0	-2.3878740482988294	0.0	0.0
PF14525	258.0	321.0	-2.667723283160733	1.7471406201488034e-189	8.316818976650963e-189
PF02550	43.0	61.0	-2.7623772559739534	4.8626999927180064e-39	6.879447066433575e-39
PF14355	273.0	74.0	-1.1229103537237572	2.904210808968028e-14	3.3184858382846674e-14
PF13500	111.0	78.0	-2.071771850967753	3.8485408706882546e-35	5.182701705860182e-35
PF00950	78.0	156.0	-3.1177452187803283	5.399723187647278e-110	1.520431147261167e-109
PF04230	56.0	162.0	-3.4826370620342804	1.912453353348224e-126	6.222169663624544e-126
PF13814	2478.0	468.0	-0.7791769952095823	1.6284745301189627e-43	2.412593324914764e-43
PF07722	47.0	127.0	-3.408459934028605	1.0297446195983753e-97	2.666774527677844e-97
PF06224	58.0	44.0	-2.146294674419778	2.0059291394134265e-21	2.4194046681502543e-21
PF10411	424.0	180.0	-1.5765913168436771	7.004277307096517e-54	1.1680499773428002e-53
PF01028	62.0	84.0	-2.7216111860961267	3.0183275970792906e-52	4.937728878883938e-52
PF00254	88.0	24.0	-1.1446200040275638	0.000011732447111649335	0.00001254232611153309
PF13419	518.0	703.0	-2.802447373894333	0.0	0.0
PF13806	177.0	328.0	-3.0660631459861105	5.55439473141869e-225	3.0648121047709306e-224
PF00120	149.0	218.0	-2.8164582414579753	1.4996750808285833e-137	5.199619720544476e-137
PF03831	61.0	78.0	-2.663671252165878	1.6692840908037314e-47	2.5782891907826253e-47
PF13515	209.0	221.0	-2.493317715659305	2.5320404763050552e-121	7.905819928033122e-121
PF03453	67.0	42.0	-1.9585195404217028	2.6101976613198405e-18	3.0685673923309666e-18
PF18603	30.0	76.0	-3.3312492129468323	4.635504918117843e-58	8.060088267056699e-58
PF04352	123.0	156.0	-2.666426731744056	3.0759092594500457e-93	7.625760095733678e-93
PF07869	106.0	109.0	-2.4523976884520255	1.0667368985831776e-59	1.8815716138259087e-59
PF01613	455.0	533.0	-2.6334073261638866	1.3370755069682843e-307	1.1213091706452435e-306
PF03029	39.0	73.0	-3.036150896761486	3.8019029800819854e-51	6.141738958783346e-51
PF09397	81.0	162.0	-3.1187021720435113	3.523714640355081e-114	1.0270500764799063e-113
PF10431	176.0	200.0	-2.562599442567994	1.2708837506583076e-113	3.694947375193052e-113
PF01272	114.0	125.0	-2.518013688063868	2.441195694779855e-70	4.859380975984236e-70
PF01220	62.0	96.0	-2.8551679920395143	1.3424610959215989e-62	2.4344552114175443e-62
PF06952	110.0	74.0	-2.028293676397016	1.5800348147908125e-32	2.0655154050416756e-32
PF00106	4572.0	2472.0	-2.110693696840448	0.0	0.0
PF01204	34.0	83.0	-3.297731011813723	1.1744681026934003e-62	2.1331426134142054e-62
PF00536	80.0	68.0	-2.2595694007739793	2.2609385479784747e-34	3.0167491366766205e-34
PF04879	224.0	226.0	-2.447068630668844	2.9192941585638703e-121	9.102711852810565e-121
PF05448	4.0	120.0	-5.613548488523447	1.8706696970809627e-124	5.952829734683666e-124
PF05593	1259.0	295.0	-0.9870064211216067	6.48860582721307e-42	9.462041014824833e-42
PF00848	323.0	397.0	-2.6648262127768008	2.580106448982166e-233	1.4835612081647455e-232
PF06812	132.0	147.0	-2.536095295766771	4.595251286979766e-83	1.0486020372941058e-82
PF21545	83.0	32.0	-1.4811116095837402	5.393220365872727e-10	5.946108642582983e-10
PF05658	68.0	161.0	-3.2851740688255036	2.868554332492299e-119	8.791097248521914e-119
PF03949	84.0	63.0	-2.1354799262441113	8.194181370929458e-30	1.0487649214693735e-29
PF03235	923.0	157.0	-0.6556070391744803	4.404857221813018e-12	4.943837995988921e-12
PF00011	339.0	327.0	-2.4139490194744444	2.196376213434464e-171	9.501269913981863e-171
PF00498	155.0	175.0	-2.5531390649224956	2.8940676897383597e-99	7.59651891894035e-99
PF11393	295.0	69.0	-0.9758204856054329	7.629803029360995e-11	8.472290839964432e-11
PF13899	102.0	103.0	-2.433700844477966	5.2827655439276755e-56	8.977223378598384e-56
PF00916	146.0	246.0	-2.960572942741281	2.2157634124051873e-163	9.14248384905373e-163
PF16816	273.0	66.0	-1.0091188558978637	5.508497478768855e-11	6.131403758112146e-11
PF03720	144.0	263.0	-3.0430238894902786	1.6279498559576414e-179	7.300632269091894e-179
PF19420	34.0	76.0	-3.209847468999728	4.12607497188037e-56	7.021884366064541e-56
PF00931	236.0	213.0	-2.3343519645602795	5.175396858827129e-108	1.429541843407303e-107
PF03417	37.0	82.0	-3.2033611719975763	2.8028213279941774e-60	4.9626173360750563e-60
PF01661	110.0	50.0	-1.6396506982808103	4.940325788569345e-17	5.769922979812263e-17
PF00180	167.0	248.0	-2.8351322968392663	2.7905746932200995e-157	1.1234844042201545e-156
PF06722	96.0	117.0	-2.6218289222073086	4.260190236699101e-69	8.365529940703306e-69
PF11181	46.0	115.0	-3.3295792562935196	7.896539157385807e-87	1.847297126143729e-86
PF13545	1071.0	780.0	-2.1851934871482466	0.0	0.0
PF11972	267.0	295.0	-2.545931947200389	3.805102506771317e-165	1.5812617393970965e-164
PF02702	64.0	97.0	-2.8342756678364385	9.667232924867392e-63	1.7571973462024218e-62
PF02706	81.0	197.0	-3.3176419333892264	8.482765435160698e-147	3.127851445377508e-146
PF13640	168.0	97.0	-1.8776416421632633	5.000926092836769e-38	6.989862402924076e-38
PF06414	250.0	477.0	-3.114536444642531	0.0	0.0
PF01493	49.0	93.0	-3.0546258035744733	4.7892742805012755e-65	8.964934853831154e-65
PF00528	2168.0	1775.0	-2.4360931638603414	0.0	0.0
PF05048	31.0	176.0	-4.144383615886648	1.0041635530204604e-156	4.014925875501772e-156
PF04014	269.0	522.0	-3.137260770597447	0.0	0.0
PF07836	83.0	102.0	-2.6280300641647583	1.2184550502837918e-60	2.1656243931210776e-60
PF17871	133.0	191.0	-2.794428324693474	9.160920951339551e-120	2.8298961928140664e-119
PF01475	120.0	76.0	-1.9684913561481003	4.306456277455755e-32	5.610711123123791e-32
PF02768	107.0	101.0	-2.366576680224762	3.8391749910890715e-53	6.347618152526628e-53
PF13279	255.0	295.0	-2.591873314597562	1.1888489121908892e-168	5.076647101138668e-168
PF07505	479.0	150.0	-1.2692831687937611	7.752379226402524e-33	1.0191724359328277e-32
PF07080	128.0	135.0	-2.4806097923988144	1.7332265580918032e-74	3.598110182705325e-74
PF13237	156.0	362.0	-3.2945664618806765	4.224309929778227e-266	2.819848266343339e-265
PF04978	64.0	75.0	-2.577298738896671	4.3809014255720527e-44	6.53198588678041e-44
PF00345	336.0	174.0	-1.7751013449675548	9.633506797688725e-62	1.733434259568622e-61
PF02585	160.0	230.0	-2.8004406179264465	4.2776382073446777e-144	1.543005210506473e-143
PF02910	58.0	90.0	-2.8562071213992515	7.982894936512969e-59	1.3985116845791573e-58
PF01814	255.0	174.0	-2.050899004051774	3.946839676860069e-75	8.259917630041388e-75
PF07963	122.0	63.0	-1.7655368887297545	2.734134730843105e-23	3.332316358734802e-23
PF18173	119.0	11.0	-0.10985671314994057	0.8728885159909932	0.8770415322867982
PF13517	364.0	146.0	-1.5170949376488192	1.0770720124320987e-41	1.5657310919147467e-41
PF16509	219.0	91.0	-1.5494259629420997	1.866730596511368e-27	2.3414768767256524e-27
PF00141	64.0	110.0	-2.9604636675995075	3.3429294927977083e-74	6.902777966016957e-74
PF06071	124.0	7.0	0.33697722276784037	0.26739537979484695	0.27124867566088623
PF01381	9276.0	3080.0	-1.6813737603132761	0.0	0.0
PF05222	137.0	150.0	-2.5195814935577063	4.50318405039005e-84	1.0367588254763217e-83
PF02417	198.0	182.0	-2.3491074302234565	2.4229743049575777e-93	6.013428750444929e-93
PF01081	145.0	76.0	-1.7804036235400196	4.377790997992836e-28	5.517964453791295e-28
PF07331	121.0	181.0	-2.833623865306815	2.46036206539492e-115	7.262288536102159e-115
PF00910	3.0	100.0	-5.653524385690127	2.4694239800993962e-104	6.624101507818589e-104
PF14486	60.0	47.0	-2.177846837094229	3.421590965116374e-23	4.165804932895879e-23
PF02879	105.0	74.0	-2.0744387706456995	1.767108604853249e-33	2.339027515141936e-33
PF02203	212.0	261.0	-2.649862865896955	2.1785639933946583e-153	8.420639195766708e-153
PF17332	18.0	142.0	-4.448223698778579	1.63788019052058e-132	5.57071110187307e-132
PF00756	224.0	390.0	-3.011903502868206	3.8116771772484317e-262	2.4942326993656637e-261
PF06283	86.0	103.0	-2.6026935411674077	1.5045093870106012e-60	2.669958216979088e-60
PF13605	122.0	44.0	-1.4109598172310596	2.1981471079398763e-12	2.4739804901862074e-12
PF00874	24.0	102.0	-3.840590758309378	6.299056002664368e-87	1.4780512216352854e-86
PF03591	64.0	73.0	-2.550381652147122	1.908292429358886e-42	2.791538610453836e-42
PF17892	92.0	113.0	-2.6289963126276925	5.2486032693845085e-67	1.0043249913328017e-66
PF16793	1874.0	21.0	2.0513035438004157	1.8271606114870163e-44	2.73309343237884e-44
PF19077	63.0	65.0	-2.4504915899386917	2.835227074259321e-36	3.865159914028405e-36
PF03841	30.0	102.0	-3.625417788658569	4.1982435878555525e-83	9.58949838209287e-83
PF06821	61.0	232.0	-3.7646569349154486	3.930849245934561e-192	1.894473609607051e-191
PF19263	203.0	98.0	-1.699314623662737	1.635147512962018e-33	2.1655916035409168e-33
PF05101	9871.0	917.0	-0.04167430357220144	0.26512412247756784	0.269062182837654
PF21783	42.0	168.0	-3.801542019786317	9.374817542599435e-141	3.3299237234646005e-140
PF01402	271.0	435.0	-2.936483864999074	2.376406768830473e-284	1.7469597860737938e-283
PF01584	107.0	116.0	-2.505654299528348	4.889955101045257e-65	9.1460271334365e-65
PF05014	115.0	67.0	-1.8853286128834754	6.3780098266852494e-27	7.97852279342479e-27
PF07238	235.0	137.0	-1.8902719375381256	1.9044630021728607e-53	3.160048252891111e-53
PF01262	127.0	435.0	-3.6918329148410605	0.0	0.0
PF08722	413.0	69.0	-0.6390069276883261	8.499027723776174e-6	9.106661163437293e-6
PF05974	208.0	211.0	-2.4507411703500095	1.4203729872968184e-113	4.124408061863137e-113
PF12391	47.0	95.0	-3.11677185563332	9.872858375319844e-68	1.904871262945847e-67
PF03928	313.0	221.0	-2.08988966725373	3.306147838716377e-97	8.524063739553988e-97
PF00797	43.0	91.0	-3.1607659843623135	7.623309490668114e-66	1.4409233479920284e-65
PF02880	105.0	70.0	-2.019132963828138	1.115511369635805e-30	1.4372340053599417e-30
PF10038	2181.0	167.0	0.1552273341040304	0.047966240086292175	0.049216243692781235
PF00702	1679.0	1563.0	-2.5369228771059276	0.0	0.0
PF02467	687.0	251.0	-1.4319196647541739	2.379320275250589e-64	4.414665334989711e-64
PF08747	98.0	32.0	-1.3166464239332567	1.4571021485371085e-8	1.5973800335307707e-8
PF08463	345.0	32.0	-0.06260443022965956	0.8507512286649603	0.8551688031971887
PF04917	200.0	74.0	-1.4335372934542996	2.7957100459370415e-20	3.349373097839993e-20
PF13613	95.0	116.0	-2.623566518198885	1.4198470017319536e-68	2.7693573341925508e-68
PF02874	56.0	83.0	-2.809798811699025	1.865567556301583e-53	3.097722253958954e-53
PF09436	110.0	96.0	-2.288258934754553	1.4318253401229967e-48	2.2489048445610018e-48
PF14588	101.0	169.0	-2.9431646405285283	3.0261460668698792e-112	8.700169942250902e-112
PF00479	101.0	104.0	-2.4531622436971205	4.579374227757675e-57	7.897465724633318e-57
PF01032	171.0	410.0	-3.3335772316103682	2.2191096134277254e-304	1.8215518134249492e-303
PF06761	135.0	149.0	-2.527431625000702	7.863469329436629e-84	1.8050236415297718e-83
PF00185	45.0	82.0	-3.0122230092853806	8.908473473568081e-57	1.529518394611874e-56
PF01494	800.0	1226.0	-2.994396283157747	0.0	0.0
PF20469	796.0	205.0	-1.0762341721990367	4.822873988874844e-34	6.424046029906114e-34
PF02502	66.0	94.0	-2.7724839459135966	1.9456380813130995e-59	3.4214362323166766e-59
PF13708	154.0	98.0	-1.9745452525064568	4.659393182376714e-41	6.731200474291732e-41
PF13531	440.0	715.0	-2.984698625173729	0.0	0.0
PF02985	105.0	77.0	-2.1140328754516533	1.2905596358244224e-35	1.7470687843940172e-35
PF04940	105.0	54.0	-1.7617993554862297	3.997739418291166e-20	4.779592727066588e-20
PF13302	732.0	803.0	-2.6012893258698147	0.0	0.0
PF13455	284.0	96.0	-1.3433955425270292	1.643316760632753e-23	2.0060035916709855e-23
PF12796	428.0	164.0	-1.472607566914155	1.317312671066642e-44	1.974269248314716e-44
PF03779	34.0	89.0	-3.3674722823135963	2.5018153986243714e-68	4.859295293481952e-68
PF11660	408.0	59.0	-0.4958178209867735	0.001244232394466005	0.0013037220804440822
PF03358	798.0	836.0	-2.559106371795004	0.0	0.0
PF12897	21.0	95.0	-3.897198644087291	5.575265487432427e-82	1.258187223306392e-81
PF00682	296.0	344.0	-2.602359686526691	4.141268496205704e-197	2.055591178779028e-196
PF02254	153.0	257.0	-2.95895123483783	1.7543890423746463e-170	7.5611238319783e-170
PF02272	109.0	16.0	-0.5458996846945177	0.07140325328954254	0.07310258148594416
PF12837	110.0	274.0	-3.3528252255912174	2.6793814397792254e-205	1.373996265917691e-204
PF03965	147.0	131.0	-2.3126485153392182	1.8056566097705942e-66	3.4353319447150615e-66
PF19305	203.0	278.0	-2.7581746071654183	9.184691041101688e-171	3.96580618744967e-170
PF04072	99.0	83.0	-2.2472217154639167	2.654711198574391e-41	3.8494969502423913e-41
PF03096	31.0	205.0	-4.299781948214924	1.4514646259426795e-186	6.743504652129689e-186
PF00293	1168.0	732.0	-2.0275058177026377	3.313853194484447e-300	2.6273313893472253e-299
PF07057	107.0	79.0	-2.120886001274197	1.2002148797618533e-36	1.645867276084289e-36
PF18269	179.0	99.0	-1.8349158690832985	1.3652018103240616e-37	1.897883785387669e-37
PF14667	30.0	130.0	-3.86939529213981	7.595733717950999e-111	2.1491948144701792e-110
PF20126	118.0	39.0	-1.3256624030574862	3.081991900795778e-10	3.4076473991187966e-10
PF05063	136.0	10.0	0.10995423551466783	0.6517088442785898	0.6570831793659565
PF05099	74.0	53.0	-2.0896102404052797	1.1754263540077385e-24	1.4485492946206772e-24
PF20464	276.0	59.0	-0.8869776646780506	3.5726378132863795e-8	3.900017688094107e-8
PF06486	1.0	109.0	-6.433178833398477	2.8037472133006067e-117	8.436664218260763e-117
PF03626	76.0	171.0	-3.236549179267988	8.612678398682218e-125	2.748248890128955e-124
PF07996	2150.0	446.0	-0.8739002792768352	1.8833025955265771e-50	3.021348017547126e-50
PF01230	129.0	93.0	-2.0982583424068726	2.959362932122759e-42	4.323647856176836e-42
PF00580	1276.0	639.0	-1.7896834645448145	1.080203798680162e-220	5.83561261473027e-220
PF02086	319.0	76.0	-0.9937757337740708	4.405400194445573e-12	4.943837995988921e-12
PF13444	37.0	206.0	-4.132837621837307	9.405365183123996e-183	4.2840516314504e-182
PF09414	62.0	65.0	-2.4662505066324667	1.5173370826980497e-36	2.0770618992973302e-36
PF02754	99.0	142.0	-2.786634539493263	2.640844359472169e-89	6.304914128523997e-89
PF13701	284.0	148.0	-1.779151333774218	5.507092296749918e-53	9.079471543896423e-53
PF12900	90.0	94.0	-2.4660610709734634	4.497094362840002e-52	7.341356433504796e-52
PF04314	72.0	93.0	-2.6759464824428365	1.3896601824554227e-56	2.3824211098479314e-56
PF05818	64.0	65.0	-2.4349768353428427	5.255747082193037e-36	7.131483920522444e-36
PF02885	64.0	62.0	-2.3880842745779476	1.2104521005628158e-33	1.60587106202594e-33
PF01648	171.0	226.0	-2.71625419102704	6.316469948906138e-137	2.1867600136078922e-136
PF18143	147.0	54.0	-1.4275694565857748	4.062356116342471e-15	4.680978798741845e-15
PF13534	62.0	282.0	-3.9494392556375475	1.1193544149734922e-241	6.61643843761685e-241
PF16347	117.0	160.0	-2.741751093482825	1.3550136475386729e-98	3.5447034946310106e-98
PF04299	57.0	75.0	-2.691316824752616	2.868576855072205e-46	4.3753801932585245e-46
PF00301	36.0	73.0	-3.1141433204730498	1.960415344144747e-52	3.2138636869782975e-52
PF00121	47.0	55.0	-2.5727973946365585	1.0260366764397852e-32	1.345080812285339e-32
PF05899	143.0	416.0	-3.526839156631487	0.0	0.0
PF01583	76.0	172.0	-3.2424725325470907	1.0017467446303509e-125	3.232024566355979e-125
PF07685	58.0	50.0	-2.2722003418667005	7.147962480058017e-26	8.889034711549664e-26
PF11720	129.0	12.0	-0.10986960497515959	0.8776724563702525	0.8814669762853854
PF02742	69.0	59.0	-2.2647608380949382	4.014187767443498e-30	5.154758531659064e-30
PF00395	28.0	257.0	-4.629956719595582	1.4483836153664705e-243	8.6716369548874e-243
PF05231	63.0	74.0	-2.579443838048502	1.4627714334971027e-43	2.168486305050268e-43
PF00190	39.0	326.0	-4.554108930029483	8.902036718580757e-306	7.333131665696134e-305
PF00596	272.0	423.0	-2.903327359232552	2.9240680055430923e-273	2.0459668605050012e-272
PF13086	136.0	419.0	-3.5843075775902755	0.0	0.0
PF09990	96.0	95.0	-2.412741320880284	2.893123570455014e-51	4.680171346912951e-51
PF07721	115.0	65.0	-1.8552270916101044	1.2893270454183905e-25	1.5982426502171403e-25
PF02719	119.0	717.0	-4.2928461096695525	0.0	0.0
PF00067	187.0	556.0	-3.567630176755612	0.0	0.0
PF20789	71.0	47.0	-2.0119380076237894	5.115142096187809e-21	6.1567228442716485e-21
PF02397	170.0	219.0	-2.689884008092927	2.6103152539925345e-131	8.737409704646481e-131
PF05729	232.0	194.0	-2.256032691427802	1.817914260517759e-94	4.5952283211999495e-94
PF05163	105.0	139.0	-2.7067217416187264	1.044859087981898e-84	2.415132001375073e-84
PF00118	115.0	213.0	-3.050141904438472	3.6024562977708323e-146	1.3199536245617734e-145
PF09347	73.0	150.0	-3.143460005010406	1.0739763633635486e-106	2.9351142259923803e-106
PF02163	30.0	70.0	-3.249376858914114	2.022765713942813e-52	3.3137410109232405e-52
PF18911	76.0	64.0	-2.250039599478071	2.7937315932502754e-32	3.643929528983936e-32
PF10923	151.0	52.0	-1.3635681008434102	1.0332560009649691e-13	1.176594946196874e-13
PF12146	1417.0	1581.0	-2.7236254196072185	0.0	0.0
PF01274	47.0	93.0	-3.0954687261028933	6.65402419971651e-66	1.2597635057816993e-65
PF18723	99.0	11.0	-0.2923980746105259	0.4851291956729693	0.49040692843703554
PF09339	882.0	1430.0	-3.080018744420727	0.0	0.0
PF01076	222.0	278.0	-2.6689147420993113	1.4900302059167628e-164	6.169946824143743e-164
PF05015	320.0	81.0	-1.0541817403439149	4.3612712135972036e-14	4.9760476567712696e-14
PF01869	40.0	65.0	-2.896042909388804	1.3258513021521773e-43	1.9680208146322734e-43
PF15738	123.0	101.0	-2.2282534154305376	2.3503167766180575e-49	3.731911054055876e-49
PF03313	62.0	86.0	-2.7451173585422612	5.955116312900948e-54	9.95232747832295e-54
PF01432	71.0	34.0	-1.694478328758962	1.4663221079349079e-12	1.6543303820946048e-12
PF11130	956.0	351.0	-1.4459492975394983	3.440185837978881e-90	8.264272700749681e-90
PF13183	143.0	309.0	-3.2164735359917964	2.2497732303154445e-222	1.2296995797700653e-221
PF13637	383.0	162.0	-1.5714724953191568	1.811791716465303e-48	2.839940726956072e-48
PF13599	346.0	203.0	-1.9027521966107281	6.581101705965091e-79	1.4341368914593722e-78
PF13506	112.0	295.0	-3.4112251728716387	2.4086211778288743e-224	1.3258831744304445e-223
PF00679	120.0	62.0	-1.7660798302957041	5.921166999746466e-23	7.182700229979655e-23
PF12705	402.0	152.0	-1.4583959327150335	6.72068602034494e-41	9.696989829354842e-41
PF00484	141.0	195.0	-2.7574797966632167	1.8723301583183604e-120	5.799230610364735e-120
PF07702	736.0	692.0	-2.432105016977557	0.0	0.0
PF02625	98.0	159.0	-2.9111643898033646	1.5821011935679824e-104	4.2537280933546566e-104
PF00781	44.0	59.0	-2.70685601199548	5.370502312019771e-37	7.42158052993571e-37
PF05977	422.0	510.0	-2.6618262191131956	3.1190107027686847e-298	2.4560887669598828e-297
PF00269	1.0	127.0	-6.586988286703403	7.557105973207134e-137	2.6123745797262164e-136
PF02558	179.0	351.0	-3.1254097104414993	2.9721977586083994e-245	1.7933546475967043e-244
PF08818	105.0	60.0	-1.8660844838763517	5.988434468017107e-24	7.34096742438192e-24
PF01425	470.0	515.0	-2.5642066922093685	3.675632952505372e-288	2.7812688432149773e-287
PF13533	1229.0	1287.0	-2.618147660927822	0.0	0.0
PF03705	140.0	147.0	-2.477597706711127	8.146504478453387e-81	1.8144132218070197e-80
PF05307	119.0	22.0	-0.7617986712002178	0.003211765856490776	0.0033442098093357567
PF18974	406.0	122.0	-1.226451123975145	1.0931781292926193e-25	1.3572703336968224e-25
PF05721	516.0	260.0	-1.7558061432866785	1.0222171589864587e-89	2.445530855124144e-89
PF13563	116.0	82.0	-2.07793371701406	5.356730396688081e-37	7.406955185420484e-37
PF03144	138.0	62.0	-1.6272007320059292	1.5159132327866468e-20	1.8208202894329788e-20
PF14208	13.0	106.0	-4.459121455215343	1.3574064614443364e-99	3.5751192856408086e-99
PF13182	150.0	33.0	-0.923895286475002	0.000018316675476240533	0.0000195181821703242
PF01625	152.0	119.0	-2.1825534440770302	2.4658691734264147e-56	4.208827398875504e-56
PF17203	28.0	88.0	-3.5442879761417028	1.2242074254353963e-70	2.4431562279093003e-70
PF13085	43.0	147.0	-3.6432088111840555	2.3739802582084387e-119	7.323713333091903e-119
PF19597	61.0	63.0	-2.4512413535041864	3.1976072256699387e-35	4.311109451672239e-35
PF05187	34.0	95.0	-3.4327599385806002	4.751573873722116e-74	9.802758533442695e-74
PF01051	1621.0	954.0	-1.990130377443344	0.0	0.0
PF03845	19.0	227.0	-4.874177088227035	5.927975133931638e-221	3.2099501715904882e-220
PF10417	64.0	102.0	-2.884661898175485	4.075394301916824e-67	7.817622595667038e-67
PF03180	93.0	139.0	-2.826995230943679	7.892683421956321e-89	1.8766329159881816e-88
PF05228	75.0	85.0	-2.545695332562252	4.945089564173179e-49	7.825233690445705e-49
PF02635	41.0	62.0	-2.825042420011515	1.3139911456385111e-40	1.886527460641694e-40
PF03308	32.0	70.0	-3.1868361459159193	1.77644820068939e-51	2.8797551780889414e-51
PF01476	257.0	204.0	-2.205114353056985	2.2025034353134986e-96	5.641031400477681e-96
PF13578	230.0	182.0	-2.199644017327667	5.884412269717804e-86	1.3696883469493446e-85
PF13476	686.0	643.0	-2.4229776721335115	0.0	0.0
PF19612	77.0	34.0	-1.6143713947256995	8.539325116965972e-12	9.559928793596123e-12
PF07732	349.0	433.0	-2.6786347316149253	1.150151538030225e-255	7.40111363668757e-255
PF06210	103.0	77.0	-2.1331026365008867	5.058945106051438e-36	6.86845673954266e-36
PF09848	47.0	244.0	-4.072488537667971	5.89171588005686e-214	3.131912125714436e-213
PF21546	37.0	75.0	-3.114381966446795	7.977651355525223e-54	1.329417797624469e-53
PF01841	191.0	219.0	-2.573822880558173	7.816797938120147e-125	2.50806928318413e-124
PF08817	132.0	43.0	-1.310089372102957	5.7289120722149315e-11	6.373689053522647e-11
PF20465	272.0	68.0	-1.0424489894863844	7.2252323739489706e-12	8.092678305054705e-12
PF03551	634.0	282.0	-1.6326541580128875	1.9486940308200433e-87	4.577165049135451e-87
PF00877	1757.0	776.0	-1.6771503372356371	6.540258981901776e-242	3.88568327748282e-241
PF05685	163.0	85.0	-1.7756107423782204	4.201982832297088e-31	5.4289244268221006e-31
PF14236	98.0	8.0	-0.01440901763949548	1.0	1.0
PF06912	157.0	145.0	-2.3497204844638397	8.208316986838638e-75	1.7101273865853054e-74
PF19613	307.0	93.0	-1.2337400577008932	3.766516380278254e-20	4.5077885375509447e-20
PF00708	43.0	117.0	-3.4129136842873407	2.788147915336711e-90	6.7117799039659895e-90
PF06725	93.0	13.0	-0.5087355439355892	0.15270278275652382	0.1557192995361742
PF00510	120.0	230.0	-3.0864892609664643	1.5178372916035013e-159	6.164223825865268e-159
PF13174	298.0	213.0	-2.1012870224472975	1.9087162431557253e-94	4.819508513968206e-94
PF03958	220.0	93.0	-1.566635729408666	1.8314959558138906e-28	2.3185640901120804e-28
PF17194	268.0	102.0	-1.4621177574843287	3.9055044678349344e-28	4.928021118294705e-28
PF09481	37.0	99.0	-3.391812591140266	2.821658052148158e-76	5.953416580508785e-76
PF01168	221.0	331.0	-2.8541516143410064	1.4135668572530035e-210	7.395756327474611e-210
PF03865	130.0	140.0	-2.5019363112211925	5.888935678008644e-78	1.273742791435203e-77
PF07167	60.0	84.0	-2.7538931640973447	6.377226600168992e-53	1.0506593895172034e-52
PF12599	376.0	139.0	-1.4349439147581788	1.1138509971260331e-36	1.52833778282562e-36
PF14518	119.0	55.0	-1.6557375504410525	7.7939782884103995e-19	9.209263257363865e-19
PF01527	1874.0	1494.0	-2.3692598250573718	0.0	0.0
PF14759	191.0	340.0	-3.027570526290992	3.9686285439363372e-230	2.2430958899182752e-229
PF13411	1062.0	1409.0	-2.874548570553428	0.0	0.0
PF00324	645.0	565.0	-2.345437748031745	8.193378866023145e-283	5.9852890269722534e-282
PF03625	96.0	148.0	-2.8589822729265513	1.35700078512743e-95	3.460277523436905e-95
PF14457	94.0	18.0	-0.8041388339070921	0.0052927069464031445	0.005498639640650494
PF09346	103.0	260.0	-3.3639998476721353	1.6197054158155982e-195	7.988483399022579e-195
PF04267	50.0	106.0	-3.165971267816838	1.6705857660763366e-76	3.537621453596472e-76
PF04073	98.0	89.0	-2.327023702379783	4.3059029916847236e-46	6.550499443145785e-46
PF20169	73.0	87.0	-2.5956237241302587	2.8751498818522155e-51	4.65758240972294e-51
PF03050	968.0	847.0	-2.3788817648910388	0.0	0.0
PF13478	96.0	163.0	-2.956791573517283	7.434737766654401e-109	2.0733368345664077e-108
PF01035	140.0	82.0	-1.8910873440814324	1.0205788246721008e-32	1.3386813154789894e-32
PF05433	73.0	136.0	-3.044400745507228	6.547321596051128e-94	1.6424868323571027e-93
PF16657	39.0	86.0	-3.1996134273834738	4.6601840026325556e-63	8.497337078583537e-63
PF13614	5558.0	3298.0	-2.3513182160254957	0.0	0.0
PF12385	47.0	97.0	-3.1376409429958763	1.444171551558541e-69	2.8478866844401445e-69
PF01037	660.0	735.0	-2.6078176494331387	0.0	0.0
PF13538	927.0	678.0	-2.1772314376371065	7.29706789534328e-307	6.075659039742809e-306
PF17863	75.0	75.0	-2.4208359270811095	5.294115614115139e-41	7.643399982342739e-41
PF01066	110.0	99.0	-2.319092827204973	7.361633828469827e-51	1.1851057091847132e-50
PF08708	117.0	164.0	-2.7667964096380695	5.048894171679876e-102	1.3450207753225174e-101
PF19298	56.0	47.0	-2.2457115359269118	4.511751198708719e-24	5.536607519598708e-24
PF13610	450.0	779.0	-3.0565012030234135	0.0	0.0
PF16901	54.0	138.0	-3.3560789130183863	1.5222413582493696e-104	4.0975280129933786e-104
PF13657	721.0	312.0	-1.6078928212048669	2.677227056504855e-94	6.745334546920583e-94
PF01344	93.0	30.0	-1.3057584815321568	5.0620151063872906e-8	5.515507078863826e-8
PF09357	153.0	5.0	0.8338647469191733	0.019034403274092088	0.019643233587612583
