PFAM	Meta	Isolate	log_odds	p	padj
PF09290	83.0	102.0	-2.6280300641647583	1.2184550502837918e-60	2.1656243931210776e-60
PF13537	305.0	266.0	-2.3060914551446903	3.0511335874014953e-132	1.0332045661127805e-131
PF13619	141.0	56.0	-1.5049864407271132	8.279266337272916e-17	9.654987801950293e-17
PF07655	241.0	69.0	-1.1778381847074322	2.3384347911998534e-14	2.6772715721819908e-14
PF03171	72.0	81.0	-2.5378746728456276	1.2118516045610404e-46	1.8593997869189546e-46
PF13871	493.0	232.0	-1.6845168165721396	1.0015441430470887e-75	2.10170464706268e-75
PF13529	45.0	107.0	-3.278635433519259	8.61090703382159e-80	1.9008149522080586e-79
PF04198	109.0	220.0	-3.136392261579952	3.753241669621299e-155	1.480268318935531e-154
PF13243	32.0	91.0	-3.448561914621112	2.684901285387401e-71	5.390687714740651e-71
PF08479	130.0	146.0	-2.5443633210638574	7.94444020484064e-83	1.809307313318118e-82
PF06779	144.0	372.0	-3.402680315650138	1.1815757788846729e-281	8.604390389809076e-281
PF13336	81.0	93.0	-2.5595907377234597	8.171651903194894e-54	1.360770420868942e-53
PF01645	84.0	169.0	-3.1256691029878874	2.7692939691223975e-119	8.498110819380885e-119
PF18896	66.0	77.0	-2.573196637268178	3.9274552004362897e-45	5.939764603263998e-45
PF11666	67.0	117.0	-2.977342278123994	2.9158841682008945e-79	6.384164865910159e-79
PF01464	5485.0	1403.0	-1.1774442412384303	9.980784659104986e-240	5.82546803092987e-239
PF18883	111.0	105.0	-2.3691321477820573	3.01810821076489e-55	5.098956635350429e-55
PF07728	1251.0	1176.0	-2.493851566794588	0.0	0.0
PF08843	1916.0	463.0	-1.0312772736172742	7.103054937539345e-69	1.3900923858385762e-68
PF01408	804.0	828.0	-2.540851229131448	0.0	0.0
PF05534	43.0	88.0	-3.127239442951186	4.3814348151460616e-63	8.001629776402752e-63
PF07183	140.0	159.0	-2.5570699623846234	1.5244738172030625e-90	3.688909038919494e-90
PF11185	179.0	59.0	-1.319106688831935	1.1600820911868267e-14	1.3321160147439438e-14
PF05168	412.0	248.0	-1.932954343345291	5.875858534311245e-98	1.530226387354823e-97
PF13801	75.0	93.0	-2.635640651329179	1.2419450736292172e-55	2.099736831179528e-55
PF00275	81.0	47.0	-1.8817780854378579	2.6869157094677787e-19	3.191055824690005e-19
PF00465	321.0	449.0	-2.8006206704530223	1.1762504491973542e-278	8.459534964351251e-278
PF10106	175.0	124.0	-2.0837053105084156	3.0712118442831257e-55	5.184901972579725e-55
PF03796	364.0	208.0	-1.8768291648359696	2.73480696890715e-79	5.993355272425764e-79
PF09278	642.0	664.0	-2.5245702865940034	0.0	0.0
PF01896	44.0	98.0	-3.212488121184919	7.282540999867701e-72	1.468519335303183e-71
PF13176	707.0	258.0	-1.4313342362031012	4.924702518061454e-66	9.346473814915652e-66
PF18821	2408.0	346.0	-0.4914487293497015	3.14677872061895e-15	3.631379517137517e-15
PF03109	57.0	145.0	-3.3529501097913057	1.1889974110269916e-109	3.3357982920479483e-109
PF13185	1052.0	671.0	-2.0381604398866133	6.875303975793984e-278	4.9142557340829e-277
PF00816	579.0	484.0	-2.2887846552713493	1.4222063376802369e-235	8.218371448833806e-235
PF01556	54.0	94.0	-2.9699700999692964	6.809059639426014e-64	1.2543572991583368e-63
PF02897	181.0	45.0	-1.0405945425998704	2.948702432658231e-8	3.2219359130127327e-8
PF00278	85.0	118.0	-2.7508747689798607	1.673119625714571e-73	3.436478240968125e-73
PF18495	234.0	88.0	-1.449776460539547	3.3258652007693254e-24	4.087822677982615e-24
PF17862	76.0	85.0	-2.5326125986746932	9.632841043046047e-49	1.5140114846411342e-48
PF13671	496.0	592.0	-2.6594970749504245	0.0	0.0
PF13669	490.0	456.0	-2.3932136251363274	4.616185387007573e-235	2.660892966257715e-234
PF07726	72.0	82.0	-2.550120610478334	1.8535712271923655e-47	2.861027216457053e-47
PF04245	99.0	12.0	-0.3725636239278431	0.29931488072897666	0.30323090620733223
PF08031	139.0	92.0	-2.0132216761712978	1.2098313365354313e-39	1.716822354778135e-39
PF01070	211.0	328.0	-2.8908884306471765	1.3693468643245567e-211	7.196816212275894e-211
PF05139	78.0	115.0	-2.8099400085764707	2.3641848757109825e-73	4.851591401304428e-73
PF21798	143.0	45.0	-1.275204518626778	5.345347685447372e-11	5.952657082116128e-11
PF02656	69.0	45.0	-1.9973230517295328	5.2946073892434926e-20	6.320335542246985e-20
PF00884	448.0	332.0	-2.150440930127062	3.2454192121286225e-150	1.2278678875854707e-149
PF10048	74.0	70.0	-2.3654164067995196	2.4156341279869903e-37	3.3541650205103277e-37
PF17954	82.0	85.0	-2.4575133853843294	4.575292149536874e-47	7.052689889432089e-47
PF00754	72.0	118.0	-2.9149014904462978	3.410972704259281e-78	7.405317375695617e-78
PF00132	346.0	421.0	-2.657670411153032	1.9308173195194525e-246	1.1680439149072105e-245
PF01596	74.0	71.0	-2.3795269911461503	4.021410807599887e-38	5.630944729387907e-38
PF21522	255.0	211.0	-2.2473825424113545	4.769628890769903e-102	1.2720835721307101e-101
PF01638	803.0	633.0	-2.2474178618540077	3.3236044074517297e-299	2.62609967296271e-298
PF02705	72.0	91.0	-2.654190696208867	6.637406182333669e-55	1.1140675261243577e-54
PF12696	16995.0	2555.0	-0.6890895031381266	2.0844646477597057e-150	7.925059536408833e-150
PF04851	3137.0	1246.0	-1.62156646639363	0.0	0.0
PF00639	77.0	109.0	-2.7688288493201125	1.5865043415438362e-68	3.0892284873481405e-68
PF02776	650.0	603.0	-2.40771774271076	1.512305761354e-311	1.3011430680095e-310
PF08840	23.0	109.0	-3.9480504975583735	1.2059461220530212e-94	3.0549758359096704e-94
PF09363	89.0	69.0	-2.168625590690872	3.950765835909401e-33	5.211600815910017e-33
PF18801	1.0	278.0	-7.385330500156953	7.168240705666634e-302	5.8020289753531665e-301
PF13673	761.0	1167.0	-2.986899119767152	0.0	0.0
PF10686	860.0	300.0	-1.3896386569201622	5.337480854913995e-73	1.0904985071209506e-72
PF02646	107.0	5.0	0.4785347085845159	0.16956159501258983	0.17268372872172125
PF04098	253.0	37.0	-0.5144263613894658	0.007251019873807998	0.007523054563133532
PF13560	8335.0	2334.0	-1.3836389077986104	0.0	0.0
PF08667	93.0	60.0	-1.9863581484258894	5.646217547824272e-26	7.02526157664477e-26
PF13450	614.0	1653.0	-3.623618138761233	0.0	0.0
PF07511	219.0	50.0	-0.9543598457692741	7.538423887230259e-8	8.209919685905247e-8
PF02608	62.0	168.0	-3.4193950958148682	5.76473408020515e-129	1.8861235589178257e-128
PF01047	1057.0	1283.0	-2.7670081552069012	0.0	0.0
PF01904	138.0	77.0	-1.8426404369188212	8.899125956667388e-30	1.1383628632895564e-29
PF07973	111.0	26.0	-0.9917148865023384	0.00005669057093553752	0.00006007855669856464
PF17874	122.0	181.0	-2.8254497243544137	5.620755190112446e-115	1.6527866210925584e-114
PF07568	243.0	261.0	-2.513646955300301	3.174393554064978e-144	1.1468298951933037e-143
PF00743	21.0	272.0	-4.964714723946423	1.1512072387255729e-266	7.751462074085524e-266
PF02786	216.0	460.0	-3.2220209885174795	0.0	0.0
PF11811	22.0	96.0	-3.863224498010585	2.725711912244354e-82	6.17739392404257e-82
PF17912	326.0	586.0	-3.0690356315562277	0.0	0.0
PF00696	95.0	127.0	-2.714801589338784	8.033775714206634e-78	1.7344294594890346e-77
PF00652	97.0	133.0	-2.7407232950245777	2.900330019615487e-82	6.566731613612842e-82
PF01161	136.0	126.0	-2.3507572169286575	2.666628550385308e-65	5.011794597528375e-65
PF06745	224.0	151.0	-2.0365114095079906	7.225168754135379e-65	1.3481178325989145e-64
PF21654	182.0	56.0	-1.2508786051426535	5.526326753349783e-13	6.256168152062157e-13
PF03992	564.0	408.0	-2.1347729327424676	4.988229331527796e-182	2.258802482873113e-181
PF19502	88.0	28.0	-1.2935329568758767	1.7557764382887617e-7	1.9032518274124094e-7
PF06792	41.0	62.0	-2.825042420011515	1.3139911456385111e-40	1.886527460641694e-40
PF01447	16.0	103.0	-4.236121633128562	6.777294427016185e-94	1.6983446552274648e-93
PF08534	622.0	553.0	-2.358922539904884	6.126091271328268e-279	4.419537274315394e-278
PF20182	121.0	102.0	-2.2544167382253817	1.4840437748894893e-50	2.382469722922103e-50
PF14697	45.0	90.0	-3.1052395138987894	4.9142790779579014e-64	9.067410880139957e-64
PF03479	78.0	85.0	-2.50694884682246	3.581030443747082e-48	5.579298270170672e-48
PF05532	324.0	166.0	-1.7636896723765136	1.8037848568859125e-58	3.1481534354214686e-58
PF00579	82.0	33.0	-1.5230749357601603	1.1977024566578263e-10	1.328683288832918e-10
PF04237	106.0	20.0	-0.7853855622148207	0.004867670571650301	0.005061592989231714
PF13370	58.0	151.0	-3.3768740254301095	7.743113065850955e-115	2.268253676162896e-114
PF00107	2069.0	1520.0	-2.2893089373289697	0.0	0.0
PF02882	71.0	85.0	-2.5998051054894704	3.1972623623943688e-50	5.1187046642605915e-50
PF03480	267.0	416.0	-2.9043069772999597	6.85756586186123e-269	4.671591054869102e-268
PF05940	59.0	67.0	-2.5451737432607255	5.2425965244355844e-39	7.412386930166685e-39
PF12974	246.0	526.0	-3.2346952846002752	0.0	0.0
PF12244	261.0	135.0	-1.770623417118086	3.5315983951707356e-48	5.505975216095047e-48
PF19357	452.0	243.0	-1.8191450988986166	2.5932720296312243e-88	6.128352924550696e-88
PF01098	23.0	78.0	-3.613145093446945	7.779852251311202e-64	1.432059966703322e-63
PF02643	73.0	30.0	-1.5452037236341196	5.493606771828868e-10	6.053912965350313e-10
PF01751	891.0	508.0	-1.9063349901773141	2.932356206960287e-193	1.4250760394913695e-192
PF14863	61.0	43.0	-2.074069579281774	4.1796540815707596e-20	4.9945146252514784e-20
PF13415	155.0	22.0	-0.49903905651111025	0.05337129562404665	0.054713821595172275
PF17042	79.0	236.0	-3.5271022404669363	2.946160985934899e-185	1.3579230099854704e-184
PF13428	1044.0	651.0	-2.0129684993209027	2.882207215755827e-265	1.912962103485939e-264
PF15632	59.0	82.0	-2.746373131464685	1.496056689321824e-51	2.4303074750311867e-51
PF05119	140.0	5.0	0.745528126435401	0.03320014183241006	0.03418613895243288
PF05235	58.0	63.0	-2.500869893957474	4.770115487962168e-36	6.480104256453868e-36
PF00353	437.0	321.0	-2.1403584957985324	1.887219868133541e-144	6.839331909008138e-144
PF03534	89.0	62.0	-2.0623953850776844	4.178558523260346e-28	5.269702198443965e-28
PF02265	132.0	20.0	-0.5675803801678208	0.03678068066750011	0.03780598282770033
PF01739	183.0	174.0	-2.381929694851188	7.276697301465512e-91	1.7644851598438816e-90
PF02796	747.0	963.0	-2.784575821113418	0.0	0.0
PF20256	300.0	519.0	-3.0220821265094115	0.0	0.0
PF14279	287.0	90.0	-1.2682902525086315	2.3233435992382324e-20	2.7863330826176634e-20
PF06744	120.0	150.0	-2.6512288903447483	3.736558355021404e-89	8.90258980380997e-89
PF02826	661.0	845.0	-2.7606637001520387	0.0	0.0
PF01052	202.0	102.0	-1.7443486687422818	4.2986466989195725e-36	5.843040539256974e-36
PF05127	8.0	93.0	-4.769843294120377	7.883424744969477e-91	1.909613731237132e-90
PF02770	992.0	880.0	-2.3968946762045897	0.0	0.0
PF08245	41.0	73.0	-2.987340074656518	2.52534861737919e-50	4.048574767544416e-50
PF01152	61.0	65.0	-2.482261399213428	8.054418682563068e-37	1.1077806157249264e-36
PF00156	186.0	165.0	-2.31179027422773	3.659005105662939e-83	8.366012657928158e-83
PF07081	74.0	59.0	-2.1957148081506657	5.272503100161694e-29	6.71124641187705e-29
PF00005	4926.0	2877.0	-2.2585806558645545	0.0	0.0
PF02979	49.0	51.0	-2.4573509524927486	6.601195599418342e-29	8.388718477816634e-29
PF13602	1258.0	1039.0	-2.3448110456826883	0.0	0.0
PF10592	221.0	46.0	-0.8631136914906251	1.7294911490632366e-6	1.8643192293614377e-6
PF21082	44.0	117.0	-3.390430350938779	9.381283034314249e-90	2.2466722153311338e-89
PF03573	237.0	54.0	-0.9515224040515754	1.977494155907552e-8	2.1648062790637338e-8
PF00890	263.0	1466.0	-4.324533293161363	0.0	0.0
PF01177	269.0	317.0	-2.612993546564271	9.737985484621859e-183	4.4268767672752597e-182
PF13443	1210.0	1450.0	-2.7773657021605094	0.0	0.0
PF14456	106.0	92.0	-2.282392660335552	1.7882824772725562e-46	2.7330132859895713e-46
PF17886	19.0	100.0	-4.043926582830461	1.7907856589336557e-88	4.2448929445947775e-88
PF13405	93.0	127.0	-2.7358764892620124	1.7292666228037607e-78	3.761316820948629e-78
PF05990	64.0	114.0	-2.996366328170893	8.803963262275544e-78	1.897180580544164e-77
PF06769	100.0	79.0	-2.1879721709299162	4.1289138018035197e-38	5.776914564035811e-38
PF14497	74.0	357.0	-4.01969864238674	2.37125329040796e-309	2.0103727713933194e-308
PF13180	203.0	252.0	-2.657029704004097	1.20893656187131e-148	4.507800374361241e-148
PF18090	556.0	161.0	-1.1913515931833667	7.034827653811704e-32	9.144882283046776e-32
PF06240	68.0	107.0	-2.8729276588767356	5.170397736208336e-70	1.0248151826972664e-69
PF06122	676.0	314.0	-1.6793742667009415	4.323444886956569e-101	1.1478128539885838e-100
PF11398	27.0	147.0	-4.095361675353392	3.337786175352112e-130	1.1029412923674191e-129
PF01566	241.0	237.0	-2.4227650311492868	1.6147962821736482e-125	5.202734762121199e-125
PF01930	70.0	44.0	-1.9610251670571281	3.838787576164561e-19	4.552069188070584e-19
PF13505	328.0	195.0	-1.9151989463726873	1.4509791600391878e-76	3.083828535014669e-76
PF13650	187.0	69.0	-1.4309276829329916	5.771932721249619e-19	6.830463429171098e-19
PF02837	134.0	103.0	-2.1628089868025335	1.905325419673395e-48	2.982527594273111e-48
PF01339	208.0	180.0	-2.288726694764063	2.0877085590910946e-89	4.98945162836277e-89
PF21368	59.0	129.0	-3.200944810683761	1.1720569539789883e-93	2.9150838373588754e-93
PF07508	3238.0	274.0	0.05591437308653799	0.38105761573829194	0.3855386939721481
PF02350	55.0	59.0	-2.4880521499230346	1.1507789332448212e-33	1.5275768353872683e-33
PF00571	573.0	575.0	-2.483251402436624	6.385050033833237e-309	5.374083778476307e-308
PF02682	60.0	194.0	-3.5980648648531774	3.0157281986810694e-155	1.191417790057164e-154
PF12293	279.0	71.0	-1.059986988318966	1.3003189344990665e-12	1.4677555319928725e-12
PF05960	146.0	12.0	0.01321598310574253	0.8851510034321598	0.8885936823564855
PF13356	2106.0	177.0	0.06031595741159802	0.44064507543125864	0.4456327863416691
PF04214	111.0	203.0	-3.0361520712038264	9.157186444236952e-139	3.194015632126492e-138
PF13374	874.0	264.0	-1.2413604067218929	2.7038437684683956e-54	4.5252370851239793e-54
PF01595	68.0	76.0	-2.5307336807804734	9.91967324303413e-44	1.4752497403052677e-43
PF00089	303.0	368.0	-2.6493432387260287	4.582795311325121e-215	2.4529570295410728e-214
PF00034	672.0	786.0	-2.663654035657032	0.0	0.0
PF00532	1113.0	1171.0	-2.6072017544693735	0.0	0.0
PF11994	449.0	4.0	2.0918940237200463	3.4163838256901863e-12	3.839506350787762e-12
PF00295	48.0	92.0	-3.064018862281445	1.4570178950741758e-64	2.705557610117754e-64
PF14696	124.0	139.0	-2.5416417822334725	7.473608114044308e-79	1.6271032473219238e-78
PF16884	137.0	90.0	-2.00564259644323	1.2514930040237291e-38	1.7608832515730602e-38
PF05713	480.0	489.0	-2.487957308957689	4.486452747436005e-264	2.9692392399697547e-263
PF00459	225.0	227.0	-2.447145827810033	8.604122514038895e-122	2.697351767896404e-121
PF08028	936.0	900.0	-2.4807950518011688	0.0	0.0
PF06290	94.0	68.0	-2.0999916316212395	2.2164303636934755e-31	2.868394281259021e-31
PF18862	130.0	21.0	-0.6293974492702126	0.016688793461196942	0.017245581499270683
PF06968	65.0	47.0	-2.0990131036573207	3.66424033314584e-22	4.431041277406448e-22
PF13413	15.0	160.0	-4.740932562458211	3.044768054165047e-154	1.188738855432841e-153
PF01957	42.0	67.0	-2.8784957029449347	1.3083975266820844e-44	1.963441508063619e-44
PF01554	199.0	164.0	-2.2382709727883667	2.1319475567406987e-79	4.6854438735181114e-79
PF07364	120.0	143.0	-2.602881885397656	2.5220529071654888e-83	5.772146702803379e-83
PF08706	140.0	94.0	-2.027620380441968	7.607593625499331e-41	1.096305210424004e-40
PF03808	62.0	61.0	-2.403233470889433	2.2452676033903203e-33	2.9685581347044474e-33
PF02537	110.0	88.0	-2.2011860031068546	1.4114275692689254e-42	2.0686096172944564e-42
PF07043	59.0	74.0	-2.6440245604355064	8.675995859664014e-45	1.3061787674659432e-44
PF01977	82.0	119.0	-2.794907107579945	2.1205789458871328e-75	4.441934076912361e-75
PF07470	36.0	76.0	-3.154257081569196	3.4424516060310995e-55	5.803203977365925e-55
PF06613	141.0	55.0	-1.4871627651494101	2.890565465812196e-16	3.3540377507900757e-16
PF17963	160.0	148.0	-2.3515955040999947	2.154472205658557e-76	4.558141105414233e-76
PF01988	108.0	109.0	-2.4338570730651883	3.6583132464249467e-59	6.4283371190961815e-59
PF01077	91.0	125.0	-2.741404967978631	1.86859779535263e-77	4.015497390013098e-77
PF00654	264.0	201.0	-2.163144678043811	1.1017140606137792e-92	2.711103562294289e-92
PF13527	64.0	229.0	-3.7040309894615304	2.937596901052155e-187	1.3702886749285453e-186
PF11974	36.0	111.0	-3.5333211292854765	2.34921672326924e-88	5.557261148833446e-88
PF08808	1538.0	643.0	-1.6068870885948359	1.7861997857101397e-189	8.485362172197658e-189
PF02567	109.0	88.0	-2.2102466345338736	8.527435242233055e-43	1.2537488650447714e-42
PF06666	401.0	339.0	-2.283237487945812	1.2326440471479572e-165	5.150057772526446e-165
PF01380	374.0	477.0	-2.7116975900623355	3.0965019197064448e-285	2.290819732317857e-284
PF00685	119.0	103.0	-2.2807545851674114	9.018521501484383e-52	1.4691462445966495e-51
PF00300	394.0	265.0	-2.045928761016302	7.921783741774312e-113	2.2877971552051068e-112
PF14567	16.0	109.0	-4.292962373342146	4.513154543247631e-100	1.1913702277232098e-99
PF13417	947.0	592.0	-2.0087150826354967	3.693678642560135e-241	2.172257085232201e-240
PF13535	75.0	183.0	-3.3185892263030388	1.4923758607366131e-136	5.151246841740197e-136
PF02641	99.0	67.0	-2.0339214406593333	1.03790235248874e-29	1.326938450650161e-29
PF13410	316.0	482.0	-2.891424670866461	1.652040806135015e-309	1.410915732592515e-308
PF15919	80.0	40.0	-1.7355640199790725	5.426870373504782e-15	6.243992014686284e-15
PF13472	255.0	172.0	-2.039152132099995	9.923383497269626e-74	2.0436187822834522e-73
PF02470	87.0	89.0	-2.4449248092709546	6.688737277885597e-49	1.0548497417873891e-48
PF09423	59.0	52.0	-2.2940967088208453	3.726637172972218e-27	4.6693517544846075e-27
PF06271	58.0	54.0	-2.3482034623813886	6.231308454136254e-29	7.927343668651982e-29
PF13432	1106.0	414.0	-1.471490705970323	1.3778740834925261e-108	3.8287099233889215e-108
PF04389	112.0	304.0	-3.4423330177055056	5.313071263433338e-233	3.047472727149542e-232
PF20199	84.0	80.0	-2.3731602273619994	1.3336066186236465e-42	1.9557879893072796e-42
PF00903	1770.0	1266.0	-2.228008450848914	0.0	0.0
PF01970	133.0	206.0	-2.871551869748486	7.593296680994789e-133	2.59019503523508e-132
PF02812	98.0	99.0	-2.43363247600115	6.742435473424101e-54	1.125192356664094e-53
PF18722	120.0	21.0	-0.708913887316494	0.008096099348453189	0.00838859892348651
PF19054	872.0	179.0	-0.8460929438685462	1.8253128978973713e-20	2.1901869120948314e-20
PF03860	52.0	131.0	-3.340590045412241	6.277467995761006e-99	1.6458869248479477e-98
PF03886	54.0	59.0	-2.506081138142824	6.0363652989210476e-34	8.035803203090885e-34
PF18731	155.0	33.0	-0.8912642433069239	0.000043266792546316825	0.00004591537646646596
PF02581	30.0	80.0	-3.382391264922057	7.460910317262359e-62	1.3456284679348183e-61
PF08837	62.0	73.0	-2.58165532730661	4.883274769554494e-43	7.207018608433984e-43
PF05043	5.0	98.0	-5.227788558895969	1.5635232307979797e-99	4.113323290083473e-99
PF12256	70.0	45.0	-1.983127780385903	8.003976096741904e-20	9.539885311817056e-20
PF10412	10744.0	2078.0	-0.9402240172438404	6.581611042237068e-227	3.675260204595362e-226
PF02357	105.0	40.0	-1.466304360563105	5.452654379091194e-12	6.110234501991724e-12
PF07291	145.0	143.0	-2.414794659032674	2.69560597394266e-76	5.69780953363858e-76
PF08242	1864.0	1162.0	-2.074441438845244	0.0	0.0
PF13358	746.0	552.0	-2.174085601968276	1.3418528435952408e-250	8.401951902080174e-250
PF13247	89.0	137.0	-2.8558832870464834	1.5485139803890882e-88	3.6743595265003594e-88
PF17392	56.0	92.0	-2.9127039212351216	2.4687459971710074e-61	4.4250748082008104e-61
PF07820	189.0	204.0	-2.511795116001036	3.724567092282112e-113	1.077480617107266e-112
PF07812	20.0	88.0	-3.8671425700164543	1.171918466620862e-75	2.4570095649460854e-75
PF03713	90.0	360.0	-3.834887130171108	2.6491627189842134e-301	2.1294134934949233e-300
PF04321	258.0	808.0	-3.6537420803530236	0.0	0.0
PF03069	16.0	86.0	-4.0555138691496015	1.5981162743424336e-76	3.390341648673492e-76
PF13510	207.0	323.0	-2.8940221222384315	1.1967625833138287e-208	6.247369620310166e-208
PF01212	147.0	254.0	-2.9866779440771642	3.673959376934608e-170	1.580482894929462e-169
PF03692	53.0	66.0	-2.6356579260712474	5.4272441563040265e-40	7.734655322143714e-40
PF01435	244.0	164.0	-2.0348368003577417	3.353817924083156e-70	6.664601400894073e-70
PF02738	511.0	528.0	-2.5068862996413834	2.1567724166026342e-287	1.616187846376748e-286
PF20283	150.0	34.0	-0.9530064767787473	9.259331876952791e-6	9.91217877887619e-6
PF01026	201.0	46.0	-0.9577437271958872	1.60977777145529e-7	1.7466201602478462e-7
PF00113	84.0	62.0	-2.1196073985745656	4.306683381328314e-29	5.484882398478987e-29
PF14552	164.0	169.0	-2.4615086911986728	6.926657088338271e-92	1.6937499385484007e-91
PF17209	29.0	228.0	-4.47310974389407	3.245524263904304e-212	1.709603824274308e-211
PF04909	753.0	555.0	-2.170489069282116	2.2255662133065343e-251	1.4048886721497498e-250
PF00873	1194.0	903.0	-2.2384330746961942	0.0	0.0
PF05901	84.0	85.0	-2.433681353258672	1.5754170604275749e-46	2.4124547339309536e-46
PF02668	286.0	317.0	-2.551746365106408	9.957338675532548e-178	4.405885284430878e-177
PF12418	43.0	69.0	-2.884731988366777	5.42506321761619e-46	8.247658281755503e-46
PF05598	910.0	569.0	-2.006317105316626	1.1780941363254478e-231	6.691229043237202e-231
PF18480	278.0	55.0	-0.8102713074492299	6.780447275784207e-7	7.322630879426646e-7
PF00082	893.0	577.0	-2.040346374713395	2.71123325916558e-240	1.5904532477377884e-239
PF07228	187.0	193.0	-2.465853883814881	7.550235558614003e-105	2.0394415351930615e-104
PF03861	178.0	221.0	-2.6533783627906855	1.8881995707102754e-130	6.266125146799957e-130
PF02599	273.0	22.0	0.06553744788866701	0.7497318233167992	0.754277620426559
PF05893	25.0	148.0	-4.1763504194182675	8.698510321585379e-133	2.962850363202762e-132
PF00012	113.0	127.0	-2.5427573647854085	2.984588320914298e-72	6.049911578956295e-72
PF08521	75.0	149.0	-3.10999998688267	6.800543458714644e-105	1.8390759551331918e-104
PF11412	94.0	119.0	-2.659742172326966	2.154997219336288e-71	4.3305004675762955e-71
PF13541	151.0	11.0	0.12688496510817296	0.6663397514423202	0.6715432722778784
PF00149	1204.0	652.0	-1.8703813985560562	1.0405112148827126e-239	6.0579136645928365e-239
PF01926	297.0	263.0	-2.3209882358233926	7.712897875382194e-132	2.6080148128839645e-131
PF13454	145.0	757.0	-4.156104635070699	0.0	0.0
PF00201	7.0	93.0	-4.887636186374505	6.790886647040598e-92	1.6623002825158388e-91
PF01027	79.0	79.0	-2.421291216155897	4.160678479172596e-43	6.144473049661755e-43
PF09850	109.0	157.0	-2.79285449897684	9.2032328083265e-99	2.4102716813689353e-98
PF13714	245.0	215.0	-2.3065380652299656	2.1655085595377956e-107	5.953226489711597e-107
PF03795	253.0	231.0	-2.3479398332778425	8.772787049480781e-118	2.6604679263634275e-117
PF13840	70.0	38.0	-1.817182675500258	3.4504029538850055e-15	3.977809459987528e-15
PF13181	1221.0	582.0	-1.7334181082752707	1.6588074866374261e-192	8.01124696768969e-192
PF05973	798.0	221.0	-1.1505383871867096	9.781191775042902e-41	1.4069169345773786e-40
PF17657	543.0	305.0	-1.8694295179659635	1.9854080889170256e-114	5.7940992343646364e-114
PF06067	1132.0	294.0	-1.091161297666887	4.413454200603056e-49	6.993488477490381e-49
PF00221	104.0	172.0	-2.932016513518751	9.47700095873784e-114	2.7587811061588975e-113
PF00962	93.0	26.0	-1.1671148558316913	3.5554897271740354e-6	3.822028059336087e-6
PF10907	35.0	66.0	-3.0413095263352656	1.7147115608341946e-46	2.6240282976402066e-46
PF21162	40.0	65.0	-2.896042909388804	1.3258513021521773e-43	1.9680208146322734e-43
PF00361	76.0	140.0	-3.033909937687765	2.8044718224349446e-96	7.166983546222636e-96
PF02384	1448.0	558.0	-1.5152525673158745	2.529884319549721e-151	9.681913137255357e-151
PF09903	215.0	38.0	-0.7030013121018233	0.0003187185532845929	0.0003356224838078465
PF00140	91.0	85.0	-2.3544690428626054	9.951994397672482e-45	1.4973110742094026e-44
PF01443	77.0	1124.0	-5.229991729525129	0.0	0.0
PF01641	89.0	59.0	-2.0132328278229608	5.182198057382178e-26	6.454823639302305e-26
PF18288	84.0	49.0	-1.8868835645529756	3.993083476982641e-20	4.7764845092845905e-20
PF07859	583.0	642.0	-2.584866737928678	0.0	0.0
PF05193	97.0	38.0	-1.4946049070602843	9.35482535530756e-12	1.0467851300760818e-11
PF06325	5.0	141.0	-5.59389318409791	1.135370674478547e-145	4.1534898847459284e-145
PF03824	82.0	67.0	-2.2204334967562955	3.5781414656957415e-33	4.725425028317912e-33
PF00732	539.0	617.0	-2.6206773029305093	0.0	0.0
PF13271	246.0	28.0	-0.2710450896614969	0.22523999828528662	0.22908604028753102
PF21523	105.0	68.0	-1.9903109298374924	2.664461594827291e-29	3.39898093618001e-29
PF13193	1218.0	1139.0	-2.4836503443905915	0.0	0.0
PF18864	79.0	22.0	-1.1676992920614675	0.00002033665638013471	0.00002165080328645872
PF00027	1025.0	700.0	-2.110606659624716	1.1978641007483705e-303	9.79802220436079e-303
PF13328	105.0	81.0	-2.164541433007637	1.6475288588847583e-38	2.3153112759765843e-38
PF02342	59.0	51.0	-2.2749246342825975	2.1388567995835098e-26	2.669835757889572e-26
PF13514	147.0	209.0	-2.786796475817447	1.8875992808211065e-130	6.266125146799957e-130
PF14464	438.0	222.0	-1.7580238570860862	4.170662413383629e-77	8.929445885981722e-77
PF01012	148.0	251.0	-2.9677158062818245	4.5106890092516696e-167	1.9121041183378887e-166
PF07515	445.0	66.0	-0.5200224456555456	0.00026380829433018016	0.0002780520271002761
PF13103	66.0	72.0	-2.5063251020880473	4.649223658427372e-41	6.720688586513245e-41
PF13570	303.0	247.0	-2.236425599657821	2.632205271066593e-118	8.003419953779705e-118
PF13152	48.0	314.0	-4.312138578169354	2.7605443148327103e-285	2.0488001416474076e-284
PF00091	29.0	172.0	-4.185579663982469	3.312897161842148e-154	1.289088795135563e-153
PF18742	85.0	17.0	-0.8495762199704592	0.005525612369183528	0.005738040918021161
PF06628	131.0	192.0	-2.8148092776990263	2.459923232211174e-121	7.690984748891733e-121
PF13434	46.0	501.0	-4.844218882371634	0.0	0.0
PF00437	10528.0	1548.0	-0.5843805523559031	2.7084682785560822e-76	5.719792555532526e-76
PF00188	90.0	124.0	-2.744251204953884	6.137708795119117e-77	1.3116741058934413e-76
