NCBIFam	Meta	Isolate	log_odds	p	padj
NF009559.0	22.0	82.0	-3.705606198886407	2.231772296253554e-68	7.0926399869573176e-68
TIGR02402.1	72.0	95.0	-2.6972495520021202	2.8547295763904304e-58	7.32452022810878e-58
NF004684.0	77.0	128.0	-2.930541453350652	3.97304790604989e-85	1.782559996350726e-84
NF001591.0	54.0	52.0	-2.3811606096277727	2.209736214106335e-28	3.131703857491918e-28
TIGR00695.1	20.0	101.0	-4.005103653530314	9.62185632227686e-89	4.509909192396808e-88
TIGR03742.1	102.0	90.0	-2.2985460878613595	6.756585829684885e-46	1.2513853225398716e-45
TIGR01341.1	51.0	55.0	-2.4927130227606846	1.4600788858285073e-31	2.179726308203056e-31
TIGR00177.1	74.0	35.0	-1.6819185611958065	9.147503557656328e-13	1.109068711686945e-12
TIGR01313.1	52.0	81.0	-2.858253407960289	3.650148900283822e-53	8.299390046986794e-53
TIGR01655.1	1.0	106.0	-6.40515121625189	5.089643435452412e-114	3.9538989280968273e-113
NF001531.0	96.0	161.0	-2.944269363448488	4.504119555909916e-107	3.1491302561736828e-106
NF003462.0	3.0	184.0	-6.269335528858628	2.776683606848496e-195	4.2357046293561603e-194
TIGR03755.1	338.0	59.0	-0.6843091018062584	9.335339483088623e-6	0.000010527351917085153
TIGR02767.1	153.0	191.0	-2.6550981433400347	3.920369990021529e-113	2.990173110570966e-112
NF006684.0	31.0	69.0	-3.2033089737754423	5.150132278657406e-51	1.0994811658507796e-50
NF033519.0	63.0	40.0	-1.9713113524996406	1.1873059874269523e-17	1.4845748486605262e-17
NF010288.0	64.0	62.0	-2.3880842745779476	1.2104521005628158e-33	1.8600170556267443e-33
NF004804.0	145.0	20.0	-0.4741799750926499	0.086247703137523	0.08955671154997746
TIGR01783.1	479.0	423.0	-2.3367283150055136	6.356482665987702e-212	1.1110601993257672e-210
TIGR04361.1	44.0	76.0	-2.9584298117069343	8.344283957223823e-52	1.842330063187049e-51
NF002133.0	51.0	61.0	-2.595240009186848	1.8589796809334714e-36	2.959552091656893e-36
NF010415.0	83.0	122.0	-2.8079888095967664	1.2143490975074616e-77	4.783281186895588e-77
TIGR02686.1	5330.0	337.0	0.36416000164208745	2.286480487401167e-11	2.748362648896245e-11
TIGR01730.1	1169.0	1088.0	-2.4721412528150704	0.0	0.0
NF003820.0	55.0	87.0	-2.8745275680444435	2.6200881112615644e-57	6.641250529753634e-57
TIGR01488.1	68.0	48.0	-2.0752725900360343	2.7729965410840164e-22	3.562854667640873e-22
TIGR02818.1	148.0	123.0	-2.2423797410507134	3.519559986851301e-60	9.52551880312336e-60
TIGR02037.1	48.0	72.0	-2.819386641639531	8.912188824563344e-47	1.7110586782170814e-46
TIGR03558.1	138.0	111.0	-2.208674995578334	1.8159019599361872e-53	4.1740869709218114e-53
TIGR00481.1	122.0	119.0	-2.4011327055276945	2.2029109097834314e-63	6.395301914561588e-63
TIGR01443.1	58.0	48.0	-2.231947386068779	2.2742058970262973e-24	3.0143108177015224e-24
TIGR03215.1	81.0	89.0	-2.515606555530626	1.4753764020458175e-50	3.0639623794961405e-50
NF033814.1	103.0	119.0	-2.569131344465322	1.2359969105715164e-68	3.942971132963887e-68
TIGR02464.1	75.0	69.0	-2.33785157799544	2.5434225744395945e-36	4.0415370074901895e-36
TIGR03510.1	70.0	84.0	-2.601981290830763	1.0658435788764135e-49	2.1704921424206578e-49
TIGR03187.1	283.0	55.0	-0.7924535786361051	1.268979234452703e-6	1.4446045830472427e-6
NF033551.1	249.0	173.0	-2.0688245226696793	1.4302774651422097e-75	5.286355917419885e-75
TIGR02824.1	56.0	49.0	-2.2867810915719184	1.3960983819445857e-25	1.89842227301703e-25
TIGR04021.1	36.0	71.0	-3.086495505115624	1.316675121968208e-50	2.741167313477237e-50
NF001452.0	46.0	60.0	-2.6800035609411528	3.4555204403101703e-37	5.586091810058252e-37
TIGR01683.1	31.0	82.0	-3.3752730840383918	3.10621756578537e-63	8.986608750668708e-63
TIGR03561.1	126.0	148.0	-2.5891822056301574	1.2004916465799194e-85	5.444391845840824e-85
TIGR00125.1	79.0	85.0	-2.494359395888883	6.835859881947417e-48	1.3337875444078799e-47
TIGR02052.1	61.0	82.0	-2.713562211603871	7.018326193706923e-51	1.4832180545390702e-50
NF002955.0	312.0	139.0	-1.6216929566018718	8.660435018665186e-44	1.549276115279337e-43
TIGR04141.1	145.0	18.0	-0.3738499011011924	0.19703182609547856	0.20358337696318538
NF033559.1	122.0	57.0	-1.6663518349255644	1.2374393576568419e-19	1.5730479107183187e-19
NF009466.0	237.0	359.0	-2.868967984927036	1.98508710534055e-229	3.785200184956185e-228
TIGR03454.1	1117.0	677.0	-1.9872334969034418	1.087049774151945e-270	2.7637416985257027e-269
TIGR00093.1	66.0	43.0	-1.9964584037376687	3.605901389854556e-19	4.563124081580652e-19
TIGR03779.1	247.0	20.0	0.0567689804459387	0.7385065986617718	0.7429340962556673
NF033808.0	83.0	94.0	-2.5461787366659894	4.789480531535536e-54	1.1255950044701162e-53
NF010296.0	53.0	60.0	-2.5410941367626725	4.819987856186546e-35	7.558822077271986e-35
TIGR00724.1	54.0	178.0	-3.6140317020429027	3.8733702489639185e-143	4.012046467753985e-142
TIGR00709.1	37.0	73.0	-3.087464793779307	5.359552137900752e-52	1.1895937152642145e-51
TIGR03750.1	385.0	52.0	-0.429027937194982	0.008511591557210457	0.009016698631943905
TIGR01550.1	87.0	55.0	-1.9662380788552476	1.2491073604208569e-23	1.642634914409246e-23
TIGR02739.1	131.0	104.0	-2.1950088616118832	8.055140489049072e-50	1.6483567976371149e-49
NF040582.1	270.0	31.0	-0.27686032404363164	0.20583636437054625	0.2124190771302439
TIGR04255.1	116.0	18.0	-0.5956012443922409	0.03872187913443813	0.040558872152051915
TIGR02750.1	79.0	72.0	-2.3288528666030928	1.1868102599351647e-37	1.933463705020589e-37
NF006903.2	63.0	37.0	-1.894954904507576	1.2216088660119444e-15	1.5072497626235609e-15
TIGR03765.1	326.0	51.0	-0.5763868715427118	0.0004630980821373254	0.0005045964817054754
TIGR03745.1	389.0	56.0	-0.4919307215214657	0.001729262574655133	0.0018624535303410224
NF006039.0	194.0	36.0	-0.7526202865406777	0.00024839773837694945	0.0002734982972418118
TIGR00638.1	55.0	52.0	-2.3631316212869264	3.954631066481941e-28	5.595169417838699e-28
TIGR01901.1	161.0	147.0	-2.3385328086255317	2.2506973416584117e-75	8.174610691131634e-75
TIGR01480.1	119.0	103.0	-2.2807545851674114	9.018521501484383e-52	1.9859683831352746e-51
NF040811.1	59.0	73.0	-2.6304771285114175	5.922484209875553e-44	1.0685944628141052e-43
TIGR00813.1	92.0	58.0	-1.9634795667115161	8.655758867177452e-25	1.1600929216552526e-24
NF008731.0	65.0	52.0	-2.198723168988801	8.551987494733916e-26	1.1724048215819862e-25
NF010448.0	1980.0	164.0	0.07470445382945066	0.34032999053583235	0.3473684453279359
TIGR03925.1	86.0	40.0	-1.6640406057349368	3.458064627556819e-14	4.2479007650368536e-14
NF010449.0	2024.0	164.0	0.09717104521709036	0.22242186261336871	0.22925300090002007
TIGR00222.1	49.0	60.0	-2.618096953496149	3.06335561645159e-36	4.858516752746473e-36
NF037995.1	256.0	413.0	-2.938727511192662	2.355705062160515e-270	5.813048668096094e-269
NF010443.0	1043.0	604.0	-1.932818635111293	4.015410534879722e-233	7.83471962503276e-232
NF010297.0	314.0	210.0	-2.0344831250658557	2.933875086410187e-89	1.4065835414275125e-88
NF001422.0	82.0	75.0	-2.332653978047959	3.1545033142561575e-39	5.2826911789639046e-39
TIGR01215.1	83.0	75.0	-2.320667096269577	5.52212277223565e-39	9.192581360924029e-39
NF004823.0	40.0	60.0	-2.8166411325370864	3.1347119458394005e-39	5.260046645118514e-39
TIGR00883.1	43.0	60.0	-2.7459926123623695	3.49485037593413e-38	5.738120284557212e-38
TIGR03638.1	27.0	73.0	-3.3929485135038515	9.206328173955903e-57	2.3195523537384395e-56
TIGR03696.1	1582.0	295.0	-0.7551626370819349	5.422578679899025e-27	7.569955927512949e-27
NF033527.1	405.0	649.0	-2.962154318408926	0.0	0.0
TIGR00498.1	109.0	27.0	-1.046246205801422	0.00002377011980756931	0.000026590840691400868
NF006771.0	55.0	76.0	-2.7396257025906934	8.796244708938042e-48	1.700472191428345e-47
NF004837.0	199.0	248.0	-2.6604293446810345	1.544590249192963e-146	1.640393948193539e-145
NF001533.0	94.0	160.0	-2.9588069715317467	5.769118710665323e-107	4.000240163841493e-106
NF006091.0	61.0	95.0	-2.860691250939503	4.306955714491513e-62	1.2005102473283652e-61
NF007831.0	54.0	49.0	-2.322520154676834	4.6523765422827244e-26	6.409431722455182e-26
TIGR01692.1	28.0	99.0	-3.662195801813434	2.231852913076018e-81	9.31604275657104e-81
NF033550.5	232.0	226.0	-2.412042869670962	3.6749106114524975e-119	2.936428574293948e-118
TIGR02384.1	276.0	193.0	-2.077302294869852	1.644554539697638e-84	7.339262014927224e-84
NF006093.0	53.0	113.0	-3.173026973154475	1.3333931429586256e-81	5.621692698202446e-81
TIGR02756.1	89.0	91.0	-2.4446589250116326	5.926769264810382e-50	1.215784697598022e-49
NF010466.0	183.0	41.0	-0.9381760550109666	1.168185921088569e-6	1.3334802555011012e-6
TIGR00003.1	70.0	132.0	-3.055683836840215	1.5172252309410264e-91	7.400883539299541e-91
TIGR04379.1	42.0	79.0	-3.042507727285896	2.5761897783531134e-55	6.2468879307464224e-55
TIGR01439.1	421.0	387.0	-2.372736609954402	5.841244823951988e-198	9.075563717214292e-197
NF005313.0	80.0	38.0	-1.6853064352296772	8.92665066871134e-14	1.0901688371250094e-13
TIGR00732.1	87.0	33.0	-1.464524853820221	4.0946381679193794e-10	4.852261896729321e-10
TIGR01007.1	63.0	107.0	-2.9482041256664293	6.350191638726622e-72	2.148310800359531e-71
TIGR00455.1	73.0	90.0	-2.629520576023008	9.349495625420921e-54	2.1789518971467092e-53
TIGR02688.1	149.0	28.0	-0.7708681800956457	0.0008295642284847588	0.0008969128707457636
TIGR01207.1	68.0	102.0	-2.8249002340740708	1.2014883027196821e-65	3.639164931342286e-65
TIGR00663.1	99.0	99.0	-2.423571384005541	1.2399485737336124e-53	2.865886648381545e-53
NF033788.1	1127.0	1155.0	-2.578498269778068	0.0	0.0
TIGR03348.1	46.0	123.0	-3.397273359932977	2.0073076276242755e-94	1.1079809865636626e-93
NF007899.0	67.0	55.0	-2.224280608790698	1.405271850694798e-27	1.9782266488807644e-27
TIGR01102.1	161.0	78.0	-1.7021308674967255	4.501819570183073e-27	6.305553621675456e-27
TIGR01515.1	51.0	65.0	-2.658257062827359	8.709930089949114e-40	1.470348359248955e-39
NF004767.0	74.0	142.0	-3.074584759064909	6.1851578737425814e-99	3.68038826671633e-98
TIGR01469.1	49.0	57.0	-2.567293910052649	9.185577247028342e-34	1.4166726673266137e-33
NF003818.1	143.0	73.0	-1.7541049739166399	1.6760785133499973e-26	2.3243468970258642e-26
NF033564.0	59.0	65.0	-2.515072298149969	2.21291426912569e-37	3.5911703516372414e-37
NF010289.0	62.0	60.0	-2.3868488402154595	1.3648655761421864e-32	2.0595723352217524e-32
TIGR01221.1	73.0	107.0	-2.802915887181844	3.3689387633157273e-68	1.0666187254422246e-67
TIGR02074.1	40.0	74.0	-3.0249954245592487	1.240348572613493e-51	2.7242210796406297e-51
TIGR03411.1	42.0	89.0	-3.1615374208648994	1.87385999192506e-64	5.516380818333773e-64
TIGR03764.1	334.0	32.0	-0.09503473194828779	0.7026553028917558	0.7111312414067347
TIGR03030.1	55.0	47.0	-2.2634216109450427	2.6661229825751922e-24	3.522641232095411e-24
TIGR00589.1	136.0	70.0	-1.7622550967355664	1.2247533310643558e-25	1.6708423492081212e-25
TIGR02887.1	4.0	168.0	-5.953701306543146	2.6520244637144875e-176	3.423151577009931e-175
NF003027.0	20.0	104.0	-4.0344665629012315	8.79647005571039e-92	4.341316692200599e-91
NF009463.0	63.0	84.0	-2.705852260176437	6.476061535184671e-52	1.433618899213704e-51
TIGR04380.1	33.0	98.0	-3.4929042998109674	1.7636626540967766e-77	6.850522994385165e-77
TIGR01558.1	131.0	1.0	1.7785741361394984	0.0003397036982871215	0.0003725639253109738
TIGR03737.1	319.0	116.0	-1.4171429850325437	2.3844714759506896e-30	3.503627965538754e-30
TIGR01829.1	60.0	72.0	-2.60020724840187	8.129108324325542e-43	1.4388864734407447e-42
NF033103.1	31.0	124.0	-3.7899994551485445	3.4661481287465285e-104	2.3080145079510613e-103
NF008899.0	34.0	86.0	-3.333196437577809	1.7403289946815263e-65	5.214771523349288e-65
TIGR02913.1	86.0	18.0	-0.8921946891603197	0.0021298070765353744	0.0022792195627719123
NF033517.1	873.0	584.0	-2.076165627302081	5.999867656196729e-249	1.2907407598843734e-247
TIGR01051.1	216.0	23.0	-0.21100764336167924	0.4090653500809075	0.4165119280556813
TIGR00778.1	472.0	421.0	-2.346507466610446	4.739822683906351e-212	8.46108772722857e-211
TIGR01780.1	197.0	275.0	-2.776898343760512	3.2106796889690024e-170	4.081454937946959e-169
TIGR03914.1	30.0	95.0	-3.554161994503654	2.799885377541718e-76	1.0534097900257854e-75
TIGR02551.1	100.0	53.0	-1.7916988183576366	3.170541990936529e-20	4.048835206081808e-20
TIGR01399.1	127.0	69.0	-1.8159945924617584	2.4632748983471444e-26	3.410375643091179e-26
TIGR00773.1	68.0	99.0	-2.7949665515109103	4.773321667640613e-63	1.3529786753886738e-62
TIGR02516.1	60.0	46.0	-2.1566696846236497	1.8412353457469724e-22	2.3729592243958676e-22
TIGR01596.1	90.0	142.0	-2.881041991775619	1.4955385398086345e-92	7.60458687817845e-92
TIGR03920.1	110.0	39.0	-1.3953426975819316	5.7152518385523794e-11	6.859937471452712e-11
TIGR01926.1	122.0	130.0	-2.4902175917672142	3.9556352587020125e-72	1.3436348105469588e-71
NF012200.0	108.0	8.0	0.08192905156146424	0.7356545807075664	0.7409534132216665
NF038228.1	49.0	122.0	-3.3271437892300706	6.225289629824929e-92	3.1192429612866107e-91
NF040876.1	200.0	260.0	-2.704029661499938	2.3007340526385734e-156	2.644268315292826e-155
NF003587.0	73.0	65.0	-2.3052035545496974	9.765749702375504e-34	1.5033878899620272e-33
TIGR01732.1	11.0	110.0	-4.65049475650575	1.142131582246766e-105	7.790637378089729e-105
NF038317.1	115.0	11.0	-0.14380228443158358	0.7468446867416109	0.7495247514069516
TIGR02116.1	100.0	76.0	-2.149377454637933	6.42781349644747e-36	1.013709684872073e-35
TIGR02312.1	52.0	79.0	-2.8333116733034416	2.030228330511994e-51	4.378821514908902e-51
NF005684.0	27.0	96.0	-3.66646319294111	4.795429235359709e-79	1.9158881564127598e-78
TIGR00171.1	51.0	76.0	-2.813775602357409	3.5808078720626944e-49	7.153090011096667e-49
NF004625.0	30.0	103.0	-3.635204776375988	4.405883753629615e-84	1.9455455101553928e-83
NF033579.1	64.0	165.0	-3.3698318211368345	4.6593043649837565e-125	4.030058105382857e-124
NF010279.0	72.0	64.0	-2.30342816222295	3.267948262777577e-33	5.012447152596686e-33
TIGR00665.1	265.0	82.0	-1.2549799918122873	2.0910879856334906e-18	2.6263814669857762e-18
TIGR00180.1	8221.0	1964.0	-1.1639018669622463	1.7421646896e-314	5.62183144054e-313
TIGR00401.1	139.0	114.0	-2.228304436318954	1.7835948407946427e-55	4.350104858798562e-55
NF033441.0	131.0	28.0	-0.8988989712973321	0.0001196432331584659	0.00013260326634075679
NF006825.1	58.0	50.0	-2.2722003418667005	7.147962480058017e-26	9.815287268033841e-26
NF001529.0	88.0	129.0	-2.806343677248972	6.214671076082957e-82	2.646755854230254e-81
TIGR01373.1	45.0	102.0	-3.2306078424452394	4.084227600753888e-75	1.4581561519287286e-74
TIGR02044.1	93.0	144.0	-2.8627150518632147	3.405472725403727e-93	1.7969758595054885e-92
NF011659.0	54.0	96.0	-2.9910539223272727	1.1040241863733225e-65	3.368277426789882e-65
TIGR00633.1	208.0	105.0	-1.7442398494423226	4.227274446667772e-37	6.801715113398003e-37
TIGR03410.1	57.0	112.0	-3.092589969560843	6.635816808343044e-79	2.6386020389572576e-78
TIGR00696.1	53.0	52.0	-2.3995202195779113	1.2237279956503782e-28	1.740182692119775e-28
NF002461.0	87.0	141.0	-2.9074536089418577	8.423912961717166e-93	4.362754922765866e-92
NF003555.1	50.0	71.0	-2.7654427374181876	3.287184095203739e-45	6.034895964717587e-45
NF038319.1	111.0	11.0	-0.17893759714997265	0.7403283960904685	0.7438748794250336
NF007695.0	74.0	91.0	-2.6271407432205196	2.811199756662016e-54	6.643934072787131e-54
TIGR03803.1	121.0	0.0	2.3929522433975823	0.00007568166257144012	0.00008410187403634207
TIGR03831.1	84.0	33.0	-1.4992427535591792	1.9778178896204477e-10	2.353743559420646e-10
NF004805.0	141.0	17.0	-0.3474830177858732	0.2447152711637906	0.2513049112685683
TIGR03074.1	151.0	80.0	-1.791206253583159	1.015274595111383e-29	1.478846155032032e-29
TIGR02426.1	36.0	93.0	-3.3558662276994657	4.302539385609391e-71	1.432472438304079e-70
NF033884.1	76.0	29.0	-1.47251810924682	4.105043145182391e-9	4.837262919674194e-9
TIGR00689.1	55.0	78.0	-2.765517117604042	1.7071925724908782e-49	3.434855079903709e-49
TIGR01262.1	103.0	97.0	-2.3638550975412733	4.8785733215758726e-51	1.0441640348985095e-50
TIGR02817.1	50.0	58.0	-2.56469932907496	2.7478133100911534e-34	4.269287716974959e-34
TIGR01251.1	60.0	65.0	-2.4985324625963243	4.239924915741544e-37	6.801715113398003e-37
TIGR00034.1	42.0	69.0	-2.9077318586973715	2.264897442935118e-46	4.299205779689058e-46
TIGR03075.1	114.0	106.0	-2.352181275121871	2.841419352097698e-55	6.870175321066192e-55
TIGR01179.1	84.0	101.0	-2.6063037637176483	1.6736708421699042e-59	4.4862934076055895e-59
TIGR03864.1	87.0	121.0	-2.753137295552315	2.168031302176581e-75	7.90860114141805e-75
NF041498.2	58.0	229.0	-3.800945103158068	4.3454524004453385e-191	6.285921662023515e-190
NF002674.0	41.0	60.0	-2.7925332785060126	7.102192897119545e-39	1.1799484833036234e-38
NF004776.0	99.0	35.0	-1.3939671171350876	5.699392577825187e-10	6.744415194351667e-10
NF006757.0	74.0	81.0	-2.510824726630124	4.527917552086383e-46	8.460852619600167e-46
TIGR02843.1	45.0	102.0	-3.2306078424452394	4.084227600753888e-75	1.4581561519287286e-74
TIGR03804.1	48.0	126.0	-3.379861468125683	3.090721656980835e-96	1.752105047437109e-95
NF009805.0	48.0	74.0	-2.8466641403590316	1.6183898515921952e-48	3.2099978380280185e-48
NF006038.0	38.0	73.0	-3.0614790131339906	1.439652274635477e-51	3.1291923793242627e-51
TIGR02276.1	371.0	284.0	-2.177598790219917	4.719073226060811e-131	4.303589605070675e-130
TIGR02548.1	27.0	81.0	-3.4965992509120962	1.9608327910043177e-64	5.752233257526653e-64
TIGR03098.1	31.0	113.0	-3.696505084457911	2.705571809605334e-93	1.4458437886999206e-92
TIGR02798.1	44.0	60.0	-2.7235094092648864	7.597459980473665e-38	1.2425475484634318e-37
TIGR00924.1	37.0	69.0	-3.03139736676619	2.2856631547911624e-48	4.52280987469289e-48
NF010469.0	144.0	39.0	-1.1277682644071536	3.1473199914796854e-8	3.667502045627023e-8
NF002677.0	226.0	116.0	-1.7615382935962673	2.312487726803236e-41	4.0086305842725515e-41
NF038091.1	1694.0	348.0	-0.8570771433140728	7.778680617471733e-39	1.2872412303863479e-38
NF033632.1	95.0	22.0	-0.9852042337492763	0.00024916120765618437	0.0002739793620229865
TIGR02262.1	40.0	89.0	-3.2091862407331178	2.2409722592859117e-65	6.667289806882552e-65
NF007214.0	92.0	72.0	-2.17814082068774	1.0943004362555355e-34	1.7065391561680192e-34
NF037997.1	33.0	80.0	-3.2899872506382315	2.4894117005278735e-60	6.759276429588627e-60
TIGR02022.1	31.0	71.0	-3.231728639689689	7.100104106415582e-53	1.609996579806128e-52
NF010428.0	101.0	16.0	-0.6214948172323553	0.0413910469522472	0.043300608968747385
TIGR01755.1	81.0	53.0	-2.0003043528475235	2.4738369212186227e-23	3.243045588910038e-23
NF006000.0	24.0	107.0	-3.888618700355677	6.245921543458291e-92	3.1192429612866107e-91
NF006769.0	43.0	69.0	-2.884731988366777	5.42506321761619e-46	1.0114728976844406e-45
NF033547.1	243.0	70.0	-1.1838947517675456	1.1865944027556204e-14	1.4597546978181312e-14
NF009395.0	42.0	69.0	-2.9077318586973715	2.264897442935118e-46	4.299205779689058e-46
NF010450.0	1943.0	174.0	-0.004672379225961314	1.0	1.0
TIGR03738.1	349.0	106.0	-1.2366019185553991	8.099141921285345e-23	1.0535162902261092e-22
TIGR02772.1	215.0	241.0	-2.553885865700057	6.8586353250429974e-136	6.769876514954206e-135
TIGR00232.1	56.0	80.0	-2.7730574041901765	7.242908278762957e-51	1.5268341823824423e-50
TIGR02606.1	586.0	268.0	-1.6592605300795746	3.327405439823945e-85	1.500910303232414e-84
TIGR04382.1	52.0	64.0	-2.6238067319152507	1.2274525963810356e-38	2.027229780243482e-38
NF001534.0	50.0	104.0	-3.1468526434162443	1.1647053361307547e-74	4.123155177273009e-74
TIGR03357.1	115.0	132.0	-2.5642902840824084	9.343034964273664e-76	3.4839139266780457e-75
NF006667.0	59.0	76.0	-2.6705907580519566	1.8287747740388487e-46	3.4950843631403052e-46
TIGR01873.1	28.0	74.0	-3.3713945753490138	3.4316573199091247e-57	8.672170154830588e-57
TIGR02962.1	47.0	63.0	-2.707321407334921	2.1364427035784532e-39	3.5921351268583615e-39
NF000586.1	64.0	84.0	-2.690337497505481	1.377084712569638e-51	3.016642490459338e-51
TIGR03743.1	616.0	202.0	-1.3191744045783775	3.589580185845084e-46	6.783013008837895e-46
TIGR04377.1	61.0	72.0	-2.583936182330619	1.629915953309424e-42	2.860877583319261e-42
TIGR00014.1	246.0	235.0	-2.3935660685277176	1.1850241878923726e-122	9.65276984118156e-122
TIGR01843.1	237.0	261.0	-2.5386103400466236	6.3523824858185235e-146	6.662061132002177e-145
NF006124.0	100.0	22.0	-0.9343774682763983	0.00040821556815098066	0.00044595424697743853
TIGR01512.1	299.0	675.0	-3.3086178564445468	0.0	0.0
TIGR00363.1	41.0	87.0	-3.1623559485298864	4.605137987299294e-63	1.3097324648624093e-62
TIGR02499.1	69.0	58.0	-2.2478296550421044	2.2680323809472906e-29	3.269551834389651e-29
NF010278.0	74.0	59.0	-2.1957148081506657	5.272503100161694e-29	7.535996764967055e-29
TIGR01448.1	143.0	71.0	-1.726457144147662	2.860150474583103e-25	3.8704294325406833e-25
