	Agricultural land	Grasslands	Other	Peat	Rhizosphere	Temperate forest	Tropical forest	Unclassified
PTU-09190	0	0	0	0	1	0	0	0
PTU-09191	0	0	0	0	1	0	0	0
PTU-09192	0	0	0	0	1	0	0	0
PTU-09193	0	0	0	1	0	0	0	0
PTU-09194	0	0	0	0	1	0	0	0
PTU-09195	0	1	0	0	0	0	0	0
PTU-09196	1	0	0	0	0	0	0	0
PTU-09197	0	0	0	0	0	0	0	1
PTU-09198	0	0	0	0	1	0	0	0
PTU-09199	0	0	0	1	0	0	0	0
PTU-09200	0	0	0	0	1	0	0	0
PTU-09201	0	0	0	1	0	1	0	0
PTU-09202	0	0	0	0	1	0	0	1
PTU-09203	0	0	0	0	1	0	0	0
PTU-09204	1	0	0	0	0	0	0	0
PTU-09205	0	0	0	0	1	0	0	0
PTU-09206	0	0	0	0	1	0	0	0
PTU-09207	0	0	0	1	0	0	0	0
PTU-09208	0	0	0	1	0	0	0	0
PTU-09209	0	0	0	0	0	1	0	0
PTU-09210	0	0	0	0	0	1	0	1
PTU-09211	0	0	1	0	0	1	0	0
PTU-09212	0	0	0	0	0	0	0	1
PTU-09213	0	1	0	0	1	0	0	0
PTU-09214	0	0	0	1	0	0	0	0
PTU-09215	0	0	0	0	1	0	0	1
PTU-09216	0	0	0	0	1	0	0	1
PTU-09217	0	1	0	1	0	0	0	0
PTU-09218	0	0	0	0	1	0	0	0
PTU-09219	0	0	0	1	0	0	0	0
PTU-09220	0	0	1	1	0	0	0	0
PTU-09221	0	0	0	0	0	0	1	0
PTU-09222	0	0	0	0	1	0	0	0
PTU-09223	0	0	0	0	1	0	0	0
PTU-09224	0	0	0	0	1	0	0	0
PTU-09225	0	0	0	0	1	0	0	0
PTU-09226	0	0	0	0	0	0	0	1
PTU-09227	0	0	0	0	1	0	0	0
PTU-09228	0	0	0	0	0	1	1	0
PTU-09229	1	0	0	0	0	0	0	1
PTU-09230	0	0	1	1	0	0	0	0
PTU-09231	0	0	0	0	0	1	1	0
PTU-09232	0	0	0	0	0	0	0	1
PTU-09233	0	0	0	0	0	0	0	1
PTU-09234	0	0	1	0	1	0	0	0
PTU-09235	0	0	0	0	1	0	0	0
PTU-09236	0	0	0	1	0	0	0	0
PTU-09237	0	1	0	1	0	0	0	0
PTU-09238	0	0	0	0	0	0	1	0
PTU-09239	0	0	0	1	1	0	0	0
PTU-09240	0	0	0	0	1	0	0	0
PTU-09241	0	0	0	1	1	0	0	0
PTU-09242	0	0	0	0	1	0	0	1
PTU-09243	0	0	0	0	1	0	0	0
PTU-09244	0	0	0	0	1	0	0	0
PTU-09245	0	1	0	1	0	0	0	0
PTU-09246	0	0	1	1	0	0	0	0
PTU-09247	0	0	0	0	0	0	0	1
PTU-09248	0	1	0	1	0	0	0	0
PTU-09249	0	0	0	0	1	0	0	0
PTU-09250	0	0	0	0	1	0	0	0
PTU-09251	0	0	0	0	1	0	0	0
PTU-09252	0	0	0	0	1	0	0	0
PTU-09253	0	0	0	0	0	0	0	1
PTU-09254	0	0	0	0	1	0	0	0
PTU-09255	0	0	0	0	0	0	0	1
PTU-09256	0	0	0	0	1	0	0	0
PTU-09257	0	0	0	0	0	0	0	1
PTU-09258	0	0	0	0	1	0	0	0
PTU-09259	1	0	0	0	0	1	0	0
PTU-09260	0	0	0	0	1	0	0	0
PTU-09261	0	0	0	0	1	0	0	0
PTU-09262	0	0	0	0	1	0	0	0
PTU-09263	0	0	0	0	0	0	0	1
PTU-09264	0	0	0	0	0	0	0	1
PTU-09265	0	0	0	0	0	1	0	0
PTU-09266	0	0	0	0	1	0	0	1
PTU-09267	0	1	0	1	0	0	0	0
PTU-09268	0	0	0	0	0	0	0	1
PTU-09269	0	0	0	0	1	0	0	0
PTU-09270	0	0	0	0	1	0	0	0
PTU-09271	0	0	0	0	1	0	0	0
PTU-09272	0	0	0	1	0	0	0	0
PTU-09273	0	0	0	1	0	1	0	0
PTU-09274	0	0	0	0	1	0	0	0
PTU-09275	0	0	0	0	1	0	0	0
PTU-09276	0	0	0	0	0	0	0	1
PTU-09277	0	0	0	0	1	0	0	0
PTU-09278	0	0	1	0	0	1	0	0
PTU-09279	0	0	0	0	1	0	0	0
PTU-09280	0	1	0	1	0	0	0	0
PTU-09281	0	0	0	0	1	0	0	0
PTU-09282	0	1	0	0	0	0	0	0
PTU-09283	0	0	1	1	0	0	0	0
PTU-09284	0	0	0	0	1	0	0	0
PTU-09285	0	0	0	0	1	0	0	0
PTU-09286	0	1	0	0	0	0	0	0
PTU-09287	0	0	0	0	0	0	0	1
PTU-09288	0	0	0	0	1	0	0	0
PTU-09289	0	0	1	0	0	1	0	0
PTU-09290	0	1	0	1	0	0	0	0
PTU-09291	0	0	0	0	0	0	0	1
PTU-09292	0	0	0	0	0	0	0	1
PTU-09293	0	0	1	1	0	0	0	0
PTU-09294	0	0	0	0	0	1	0	0
PTU-09295	0	0	0	0	1	0	0	1
PTU-09296	1	0	0	0	0	0	0	0
PTU-09297	0	0	0	0	1	0	0	0
PTU-09298	0	0	0	0	0	1	0	1
PTU-09299	0	0	0	0	1	0	0	0
PTU-09300	0	0	0	0	0	1	1	0
PTU-09301	0	0	0	0	0	1	0	0
PTU-09302	0	0	0	0	1	0	0	0
PTU-09303	0	0	0	0	1	0	0	0
PTU-09304	0	0	0	1	0	1	0	0
PTU-09305	0	0	0	0	0	1	0	0
PTU-09306	0	0	0	0	1	0	0	0
PTU-09307	0	0	0	1	0	0	0	0
PTU-09308	0	0	0	0	1	0	0	0
PTU-09309	0	0	0	0	1	0	0	0
PTU-09310	0	0	0	1	0	0	0	0
PTU-09311	0	0	0	1	0	0	0	0
PTU-09312	0	1	0	0	1	0	0	0
PTU-09313	0	0	0	0	1	0	0	0
PTU-09314	0	0	0	0	0	1	1	0
PTU-09315	0	0	0	1	0	0	0	0
PTU-09316	0	1	0	0	0	0	0	0
PTU-09317	0	0	0	0	0	1	0	1
PTU-09318	0	0	0	0	1	0	0	1
PTU-09319	0	0	0	0	1	0	0	0
PTU-09320	0	0	0	0	0	1	0	1
PTU-09321	0	0	0	0	1	0	0	0
PTU-09322	0	0	0	0	0	0	0	1
PTU-09323	0	0	0	0	1	0	0	0
PTU-09324	1	0	0	0	0	0	0	0
PTU-09325	0	0	0	0	0	0	0	1
PTU-09326	0	0	0	0	1	0	0	1
PTU-09327	0	0	0	1	0	0	0	0
PTU-09328	1	0	0	0	1	0	0	0
PTU-09329	1	0	0	0	0	1	0	0
PTU-09330	0	0	0	0	0	1	0	0
PTU-09331	0	0	0	0	1	0	0	0
PTU-09332	0	0	0	0	1	0	0	1
PTU-09333	0	0	0	0	1	0	0	1
PTU-09334	1	0	0	0	0	1	0	0
PTU-09335	0	0	0	1	0	0	0	0
PTU-09336	0	0	0	0	1	0	0	0
PTU-09337	1	0	0	0	0	0	1	0
PTU-09338	0	0	0	0	1	0	0	0
PTU-09339	0	0	1	1	0	0	0	0
PTU-09340	1	0	0	0	0	0	0	1
PTU-09341	0	0	0	0	1	0	0	0
PTU-09342	0	0	0	0	1	0	1	0
PTU-09343	0	0	0	0	1	0	0	1
PTU-09344	0	0	1	0	0	0	0	1
PTU-09345	0	1	0	0	1	0	0	0
PTU-09346	0	0	0	0	1	0	0	0
PTU-09347	0	0	0	1	0	0	0	0
PTU-09348	0	0	0	0	0	0	0	1
PTU-09349	0	0	0	0	0	0	0	1
PTU-09350	0	0	0	0	1	0	0	0
PTU-09351	0	0	0	0	0	0	0	1
PTU-09352	0	0	0	0	1	0	0	0
PTU-09353	0	0	0	0	0	1	0	0
PTU-09354	1	1	0	0	0	0	0	0
PTU-09355	0	0	1	0	0	0	0	0
PTU-09356	0	0	0	0	1	0	0	1
PTU-09357	0	0	0	0	0	1	0	0
PTU-09358	0	0	0	0	1	0	0	0
PTU-09359	0	0	0	0	1	0	0	0
PTU-09360	1	0	0	0	1	0	0	0
PTU-09361	0	0	1	0	1	0	0	0
PTU-09362	0	0	0	0	1	0	0	0
PTU-09363	0	1	0	0	0	0	0	1
PTU-09364	0	0	0	0	1	0	0	0
PTU-09365	0	0	0	0	0	0	0	1
PTU-09366	0	0	0	0	0	0	1	0
PTU-09367	0	0	0	1	0	0	0	0
PTU-09368	0	0	1	0	0	0	0	1
PTU-09369	0	0	1	0	0	0	0	1
PTU-09370	0	0	0	0	0	1	0	0
PTU-09371	0	0	0	0	1	0	0	0
PTU-09372	0	1	0	0	1	0	0	0
PTU-09373	0	0	0	0	0	0	0	1
PTU-09374	0	0	0	0	1	0	0	0
PTU-09375	0	1	0	0	1	0	0	0
PTU-09376	0	0	0	0	1	1	0	0
PTU-09377	0	0	0	0	1	0	0	0
PTU-09378	0	0	0	0	0	0	0	1
PTU-09379	0	0	0	0	1	0	0	0
PTU-09380	0	0	0	0	1	0	0	0
PTU-09381	0	0	0	0	0	0	0	1
PTU-09382	0	0	1	0	0	1	0	0
PTU-09383	0	0	0	0	0	1	0	0
PTU-09384	0	1	0	0	1	0	0	0
PTU-09385	1	0	0	0	1	0	0	0
PTU-09386	0	0	0	1	0	0	0	0
PTU-09387	0	0	1	0	0	0	0	1
PTU-09388	0	0	0	0	1	0	0	0
PTU-09389	0	0	0	1	0	0	0	0
PTU-09390	0	1	0	0	1	0	0	0
PTU-09391	0	0	0	0	1	0	0	0
PTU-09392	0	1	0	0	1	0	0	0
PTU-09393	0	0	0	1	0	0	0	0
PTU-09394	0	0	0	0	1	0	0	0
PTU-09395	0	0	0	0	0	1	0	0
PTU-09396	0	0	0	0	1	0	0	0
PTU-09397	0	0	0	0	1	0	0	0
PTU-09398	0	0	0	0	1	0	0	0
PTU-09399	0	0	1	0	0	0	0	0
PTU-09400	0	0	0	0	0	0	0	1
PTU-09401	0	0	1	0	1	0	0	0
PTU-09402	0	0	0	0	1	0	0	0
PTU-09403	0	0	0	0	1	0	0	0
PTU-09404	0	0	0	0	1	0	0	0
PTU-09405	0	0	0	0	1	0	0	1
PTU-09406	1	0	0	0	1	0	0	0
PTU-09407	1	1	0	0	0	0	0	0
PTU-09408	0	1	0	0	1	0	0	0
PTU-09409	0	0	0	0	0	0	0	1
PTU-09410	0	0	1	0	0	0	0	1
PTU-09411	0	0	0	0	1	0	0	0
PTU-09412	0	0	0	0	1	0	0	0
PTU-09413	0	0	0	0	0	1	0	0
PTU-09414	0	0	0	0	1	0	0	0
PTU-09415	1	0	0	0	0	0	0	0
PTU-09416	0	0	1	0	1	0	0	0
PTU-09417	0	0	0	0	1	0	0	0
PTU-09418	0	0	1	0	0	1	0	0
PTU-09419	1	0	0	0	0	0	0	0
PTU-09420	0	0	0	0	0	0	0	1
PTU-09421	0	0	0	0	1	1	0	0
PTU-09422	1	0	0	0	0	0	0	0
PTU-09423	0	0	0	0	0	0	0	1
PTU-09424	1	0	0	0	0	0	0	0
PTU-09425	0	0	0	0	0	1	0	0
PTU-09426	1	0	0	0	0	0	0	0
PTU-09427	0	0	0	0	0	1	0	0
PTU-09428	1	0	0	0	0	0	0	0
PTU-09429	0	0	0	0	0	0	0	1
PTU-09430	1	0	0	0	0	0	0	0
PTU-09431	0	0	0	0	0	0	0	1
PTU-09432	0	0	0	0	0	1	0	0
PTU-09433	1	0	0	0	0	0	0	0
PTU-09434	0	0	0	0	0	0	0	1
PTU-09435	1	0	0	0	0	0	0	0
PTU-09436	0	0	0	0	0	0	0	1
PTU-09437	0	0	0	0	0	1	0	0
PTU-09438	0	0	0	0	1	0	0	0
PTU-09439	0	0	0	0	1	0	0	0
PTU-09440	0	0	0	0	1	0	0	0
PTU-09441	0	0	0	1	0	0	0	0
PTU-09442	0	0	0	0	1	1	0	0
PTU-09443	1	0	0	0	0	0	0	0
PTU-09444	1	0	0	0	0	0	0	0
PTU-09445	1	0	0	0	0	1	0	0
PTU-09446	1	0	0	0	0	0	0	0
PTU-09447	1	0	0	0	0	0	0	0
PTU-09448	0	0	0	0	0	1	0	1
PTU-09449	0	0	0	0	0	1	0	0
PTU-09450	0	0	0	0	0	1	0	0
PTU-09451	0	0	0	0	0	1	0	0
PTU-09452	0	1	0	1	0	0	0	0
PTU-09453	1	0	0	0	0	0	0	0
PTU-09454	1	0	0	0	0	0	0	0
PTU-09455	0	0	0	0	1	0	0	0
PTU-09456	1	0	0	0	0	0	0	0
PTU-09457	1	0	0	0	0	0	0	0
PTU-09458	1	0	0	0	0	0	0	0
PTU-09459	1	0	0	0	0	0	0	0
PTU-09460	1	0	0	0	0	0	0	0
PTU-09461	1	0	0	0	0	0	0	0
PTU-09462	0	0	0	0	1	0	0	0
PTU-09463	0	0	0	1	0	0	0	0
PTU-09464	1	0	0	0	0	0	0	0
PTU-09465	0	0	0	0	1	0	0	0
PTU-09466	0	0	0	0	0	0	0	1
PTU-09467	0	1	0	0	0	1	0	0
PTU-09468	0	0	0	0	1	0	0	0
PTU-09469	0	0	0	0	0	1	0	0
PTU-09470	0	0	0	0	0	1	0	0
PTU-09471	0	0	0	0	0	0	0	1
PTU-09472	0	0	0	0	1	0	0	0
PTU-09473	1	0	0	0	0	0	0	0
PTU-09474	0	0	1	0	0	0	0	0
PTU-09475	0	0	0	1	0	0	0	0
PTU-09476	1	0	0	0	0	0	0	0
PTU-09477	0	0	0	0	0	1	0	0
PTU-09478	0	0	0	0	1	0	0	0
PTU-09479	0	0	0	0	1	0	0	0
PTU-09480	1	0	0	0	0	1	0	0
PTU-09481	0	0	1	0	1	0	0	0
PTU-09482	0	0	0	0	1	0	0	0
PTU-09483	0	0	0	0	1	0	0	0
PTU-09484	0	0	0	0	1	0	0	0
PTU-09485	0	0	0	1	0	0	0	0
PTU-09486	0	0	0	1	0	0	0	0
PTU-09487	0	0	1	0	0	0	1	0
PTU-09488	0	0	0	0	1	0	0	0
PTU-09489	1	0	0	0	0	0	0	0
PTU-09490	1	0	0	0	0	0	0	0
PTU-09491	1	0	0	0	0	0	0	1
PTU-09492	0	0	0	0	0	0	0	1
PTU-09493	1	0	1	0	0	0	0	0
PTU-09494	0	0	0	0	0	1	1	0
PTU-09495	0	0	0	0	0	1	0	0
PTU-09496	0	0	0	0	0	0	0	1
PTU-09497	1	0	0	0	0	0	0	0
PTU-09498	0	0	0	1	0	0	0	0
PTU-09499	1	0	0	0	0	0	0	1
PTU-09500	0	0	0	0	0	1	0	0
PTU-09501	0	0	0	0	1	0	0	0
PTU-09502	0	0	0	0	1	0	0	0
PTU-09503	1	0	0	0	0	1	0	0
PTU-09504	0	0	0	0	0	1	1	0
PTU-09505	1	0	0	0	0	0	0	0
PTU-09506	0	0	0	0	0	1	0	0
PTU-09507	1	0	0	0	0	1	0	0
PTU-09508	1	0	0	0	0	0	0	0
PTU-09509	0	0	1	0	0	0	0	1
PTU-09510	1	0	0	0	0	0	0	0
PTU-09511	0	0	1	0	0	0	0	1
PTU-09512	0	0	0	0	1	0	0	0
PTU-09513	0	0	0	0	0	1	0	0
PTU-09514	1	0	0	0	0	0	0	0
PTU-09515	0	0	0	1	0	0	0	0
PTU-09516	0	0	0	0	1	0	0	0
PTU-09517	0	0	0	1	0	0	0	0
PTU-09518	0	0	1	0	1	0	0	0
PTU-09519	0	0	0	0	1	0	0	0
PTU-09520	1	0	0	0	0	0	0	0
PTU-09521	0	1	0	0	0	1	0	0
PTU-09522	1	0	0	0	0	0	0	0
PTU-09523	0	1	0	0	0	1	0	0
PTU-09524	0	0	0	1	0	0	0	0
PTU-09525	0	0	0	0	1	0	0	0
PTU-09526	0	0	0	0	1	0	0	0
PTU-09527	1	0	0	0	0	0	0	0
PTU-09528	0	0	0	0	1	0	0	0
PTU-09529	0	0	0	0	1	0	0	0
PTU-09530	0	0	0	0	1	0	0	0
PTU-09531	1	1	0	0	0	0	0	0
PTU-09532	1	0	0	0	0	0	0	0
PTU-09533	0	0	0	0	0	1	0	0
PTU-09534	0	0	0	1	0	0	1	0
PTU-09535	0	0	0	0	1	0	0	0
PTU-09536	0	0	0	0	0	0	0	1
PTU-09537	1	0	0	0	1	0	0	0
PTU-09538	0	0	0	0	1	0	0	0
PTU-09539	0	0	1	0	1	0	0	0
PTU-09540	0	0	0	0	1	0	0	0
PTU-09541	0	0	1	0	1	0	0	0
PTU-09542	0	0	0	0	0	1	0	0
PTU-09543	1	0	0	0	0	1	0	0
PTU-09544	0	0	0	0	0	1	0	0
PTU-09545	0	0	0	0	1	0	0	0
PTU-09546	0	0	0	0	1	0	0	0
PTU-09547	0	0	0	0	1	0	0	0
PTU-09548	0	0	0	0	1	0	0	0
PTU-09549	1	0	0	0	0	0	0	0
PTU-09550	0	1	0	0	0	1	0	0
PTU-09551	1	0	0	0	0	0	0	0
PTU-09552	0	0	0	0	0	0	0	1
PTU-09553	0	0	1	0	0	0	0	0
PTU-09554	0	0	0	0	1	0	0	0
PTU-09555	1	0	1	0	0	0	0	0
PTU-09556	1	0	1	0	0	0	0	0
PTU-09557	0	0	0	0	1	0	0	0
PTU-09558	0	0	0	0	0	1	0	0
PTU-09559	0	0	1	0	0	0	0	0
PTU-09560	1	0	1	0	0	0	0	0
PTU-09561	1	0	0	0	0	0	0	0
PTU-09562	0	0	0	0	0	0	0	1
PTU-09563	1	0	0	0	0	0	0	0
PTU-09564	1	0	0	0	0	0	0	0
PTU-09565	0	0	0	0	0	0	0	1
PTU-09566	0	0	0	0	1	0	0	0
PTU-09567	0	0	0	0	1	0	0	0
PTU-09568	0	1	0	0	1	0	0	0
PTU-09569	0	0	1	0	0	0	0	0
PTU-09570	1	0	0	0	0	0	0	0
PTU-09571	0	0	1	0	0	0	0	0
PTU-09572	0	0	1	0	0	0	0	0
PTU-09573	0	0	0	0	0	1	1	0
PTU-09574	0	0	0	0	1	0	0	0
PTU-09575	0	0	0	0	0	0	0	1
PTU-09576	1	0	0	0	0	0	0	0
PTU-09577	0	0	0	0	1	0	0	0
PTU-09578	0	0	1	0	1	0	0	0
PTU-09579	0	0	0	0	1	0	0	0
PTU-09580	0	0	0	0	0	0	0	1
PTU-09581	0	0	0	0	0	0	0	1
PTU-09582	0	0	0	0	0	0	0	1
PTU-09583	1	0	0	0	0	0	0	0
PTU-09584	0	0	0	0	1	0	0	0
PTU-09585	1	0	1	0	0	0	0	0
PTU-09586	1	0	0	0	0	0	0	0
PTU-09587	0	0	0	0	1	0	0	0
PTU-09588	0	0	1	0	0	0	0	1
PTU-09589	0	0	0	0	0	1	0	0
PTU-09590	0	0	0	1	0	0	0	0
PTU-09591	1	0	0	0	0	0	0	0
PTU-09592	0	0	1	0	0	0	0	1
PTU-09593	1	0	0	0	0	0	0	0
PTU-09594	0	0	1	0	0	0	0	1
PTU-09595	0	0	0	1	0	0	0	0
PTU-09596	1	0	0	0	0	0	0	1
PTU-09597	1	0	0	0	0	0	0	0
PTU-09598	0	0	0	0	0	1	0	0
PTU-09599	0	0	0	0	0	0	0	1
PTU-09600	1	0	0	0	0	0	0	1
PTU-09601	0	0	0	0	1	0	0	0
PTU-09602	1	0	0	0	0	0	0	0
PTU-09603	0	0	0	0	1	0	0	0
PTU-09604	0	0	0	0	1	0	0	0
PTU-09605	0	0	1	0	0	1	0	0
PTU-09606	0	1	0	0	0	0	0	1
PTU-09607	0	0	0	0	1	0	0	0
PTU-09608	0	0	0	0	1	0	0	0
PTU-09609	0	0	0	0	0	0	0	1
PTU-09610	0	0	0	0	0	0	0	1
PTU-09611	1	0	0	0	0	0	0	0
PTU-09612	0	0	1	0	0	0	0	1
PTU-09613	0	0	0	0	0	0	0	1
PTU-09614	0	0	0	0	0	1	0	0
PTU-09615	0	1	0	0	0	1	0	0
PTU-09616	0	0	0	0	1	0	0	1
PTU-09617	0	0	1	0	0	0	0	0
PTU-09618	0	0	0	0	1	0	0	0
PTU-09619	0	0	0	1	0	0	0	0
PTU-09620	1	0	0	0	0	0	0	0
PTU-09621	1	0	0	0	0	0	0	1
PTU-09622	0	0	1	0	0	1	0	0
PTU-09623	0	0	0	0	1	0	0	0
PTU-09624	0	0	0	0	0	0	0	1
PTU-09625	1	0	0	0	0	0	0	0
PTU-09626	1	0	0	0	0	0	0	0
PTU-09627	1	0	0	0	0	0	0	0
PTU-09628	1	1	0	0	0	0	0	0
PTU-09629	0	0	0	0	0	1	0	0
PTU-09630	0	0	0	0	1	0	0	0
PTU-09631	0	0	0	0	0	1	0	0
PTU-09632	0	0	0	1	0	0	0	0
PTU-09633	0	0	0	0	1	0	0	0
PTU-09634	1	0	0	0	0	0	0	0
PTU-09635	1	0	0	0	0	0	0	0
PTU-09636	0	0	0	0	1	0	1	0
PTU-09637	1	0	0	0	0	0	0	0
PTU-09638	1	0	0	0	0	0	0	0
PTU-09639	0	0	0	0	1	0	0	1
PTU-09640	0	0	0	0	0	0	0	1
PTU-09641	0	0	0	0	0	1	0	0
PTU-09642	0	0	0	0	1	0	0	0
PTU-09643	0	0	0	0	0	0	0	1
PTU-09644	0	0	0	0	1	0	0	1
PTU-09645	1	0	0	0	0	0	0	0
PTU-09646	0	0	0	0	0	1	0	1
PTU-09647	1	0	0	0	0	0	0	0
PTU-09648	1	0	0	0	0	0	0	0
PTU-09649	1	0	0	0	0	0	0	0
PTU-09650	0	0	0	0	0	1	0	0
PTU-09651	1	0	0	0	0	0	0	0
PTU-09652	0	0	0	0	1	0	1	0
PTU-09653	1	0	0	0	0	0	0	0
PTU-09654	0	0	0	0	0	0	0	1
PTU-09655	1	0	0	0	0	0	0	0
PTU-09656	0	0	0	1	0	0	0	0
PTU-09657	1	0	0	0	0	0	0	0
PTU-09658	0	0	0	0	0	1	0	1
PTU-09659	1	0	0	0	0	0	0	0
PTU-09660	1	0	0	0	0	0	0	0
PTU-09661	0	0	1	0	0	0	0	0
PTU-09662	0	0	0	1	0	0	0	0
PTU-09663	1	0	0	0	0	0	0	0
PTU-09664	1	0	0	0	0	0	0	0
PTU-09665	1	0	0	0	0	0	0	1
PTU-09666	1	0	0	0	0	0	0	0
PTU-09667	0	0	0	0	1	0	0	0
PTU-09668	1	0	0	0	0	0	0	0
PTU-09669	0	0	0	0	1	0	0	0
PTU-09670	1	0	1	0	0	0	0	0
PTU-09671	1	0	0	0	0	0	0	0
PTU-09672	0	0	0	0	1	0	0	0
PTU-09673	0	0	0	0	1	0	0	0
PTU-09674	0	0	0	0	1	0	0	0
PTU-09675	0	0	0	1	0	0	0	0
PTU-09676	1	0	0	0	0	0	0	0
PTU-09677	1	0	0	0	0	0	0	0
PTU-09678	1	0	1	0	0	0	0	0
PTU-09679	0	0	0	0	1	0	0	0
PTU-09680	1	1	0	0	0	0	0	0
PTU-09681	0	0	0	0	1	0	0	0
PTU-09682	0	0	0	0	0	0	0	1
PTU-09683	1	0	0	0	0	0	0	0
PTU-09684	1	0	0	0	0	0	0	0
PTU-09685	1	0	0	0	0	0	0	0
PTU-09686	1	0	0	0	0	0	0	0
PTU-09687	0	0	0	0	1	0	0	0
PTU-09688	0	0	0	1	0	0	0	0
PTU-09689	0	0	0	0	1	0	0	1
PTU-09690	0	0	0	0	0	1	0	0
PTU-09691	0	0	0	0	0	0	1	0
PTU-09692	0	0	0	0	0	1	0	1
PTU-09693	0	0	0	0	0	0	1	0
PTU-09694	1	0	0	0	0	0	0	0
PTU-09695	0	0	0	0	1	0	0	0
PTU-09696	0	0	1	0	0	0	0	0
PTU-09697	0	0	0	0	1	0	0	0
PTU-09698	0	0	0	0	0	0	1	0
PTU-09699	0	0	0	0	0	1	0	0
PTU-09700	0	0	0	0	1	0	1	0
PTU-09701	1	0	0	0	0	0	0	0
PTU-09702	1	0	1	0	0	0	0	0
PTU-09703	0	0	0	1	0	0	0	0
PTU-09704	0	0	0	0	1	0	0	0
PTU-09705	0	0	0	0	1	0	0	0
PTU-09706	0	0	0	0	0	0	1	0
PTU-09707	0	0	0	0	1	0	0	0
PTU-09708	0	0	0	0	0	0	1	0
PTU-09709	0	0	0	0	1	0	0	0
PTU-09710	0	0	0	0	1	0	0	0
PTU-09711	0	0	0	0	1	0	0	0
PTU-09712	0	0	0	0	0	1	0	0
PTU-09713	0	0	0	0	1	0	0	0
PTU-09714	1	0	0	0	0	0	0	1
PTU-09715	0	1	0	0	0	1	0	0
PTU-09716	0	0	0	0	1	0	0	0
PTU-09717	0	0	0	0	0	1	0	0
PTU-09718	0	0	0	0	1	0	0	0
PTU-09719	0	0	0	0	1	0	0	0
PTU-09720	0	0	0	0	1	0	0	0
PTU-09721	0	0	0	0	0	0	1	1
PTU-09722	0	0	0	0	1	0	0	0
PTU-09723	0	0	0	0	1	0	0	1
PTU-09724	0	0	0	0	1	0	0	0
PTU-09725	0	0	0	0	0	0	0	1
PTU-09726	1	0	0	0	0	0	0	0
PTU-09727	1	0	0	0	0	0	0	0
PTU-09728	0	0	0	0	0	1	0	1
PTU-09729	1	0	0	0	1	0	0	0
PTU-09730	0	0	0	0	0	0	1	0
PTU-09731	0	0	0	0	0	0	1	0
PTU-09732	1	0	0	0	0	0	0	0
PTU-09733	0	0	0	0	1	0	0	0
PTU-09734	1	0	0	0	0	0	0	0
PTU-09735	0	1	1	0	0	0	0	0
PTU-09736	0	0	0	0	1	0	0	0
PTU-09737	0	0	0	0	1	0	0	0
PTU-09738	0	0	0	0	0	0	1	0
PTU-09739	0	0	0	0	0	0	1	1
PTU-09740	1	0	0	0	0	0	0	1
PTU-09741	1	0	0	0	0	0	0	0
PTU-09742	0	0	0	0	1	0	0	0
PTU-09743	0	0	0	0	0	1	0	1
PTU-09744	0	0	0	0	0	0	0	1
PTU-09745	0	0	0	0	0	0	1	1
PTU-09746	1	0	0	0	0	0	0	0
PTU-09747	0	0	0	0	1	0	0	0
PTU-09748	0	0	0	0	0	1	0	0
PTU-09749	1	0	0	0	0	0	0	0
PTU-09750	0	0	0	1	0	0	0	0
PTU-09751	1	0	0	0	0	0	0	0
PTU-09752	1	0	0	0	0	0	0	0
PTU-09753	1	1	0	0	0	0	0	0
PTU-09754	1	0	0	0	1	0	0	0
PTU-09755	0	1	0	0	0	0	0	0
PTU-09756	0	0	1	0	0	1	0	0
PTU-09757	0	0	0	0	1	0	0	0
PTU-09758	0	0	0	0	0	1	0	0
PTU-09759	1	1	0	0	0	0	0	0
PTU-09760	1	0	1	0	0	0	0	0
PTU-09761	0	0	0	0	0	0	0	1
PTU-09762	0	0	0	0	1	0	0	1
PTU-09763	0	0	0	0	0	1	0	1
PTU-09764	0	0	0	0	1	0	0	0
PTU-09765	0	0	0	0	0	0	0	1
PTU-09766	0	0	0	0	1	0	0	0
PTU-09767	0	0	0	0	0	0	0	1
PTU-09768	0	0	0	0	1	0	0	1
PTU-09769	0	0	0	0	0	0	0	1
PTU-09770	0	0	0	0	1	0	0	0
PTU-09771	0	0	0	0	0	0	0	1
PTU-09772	0	0	0	0	1	0	0	0
PTU-09773	1	0	0	0	0	0	0	0
PTU-09774	0	0	0	0	1	0	0	0
PTU-09775	1	0	0	0	0	0	0	0
PTU-09776	0	0	0	0	1	0	0	0
PTU-09777	0	0	0	0	1	0	0	0
PTU-09778	0	0	1	0	0	1	0	0
PTU-09779	0	0	0	0	1	0	0	0
PTU-09780	0	0	0	0	0	0	0	1
PTU-09781	1	0	0	0	0	0	0	0
PTU-09782	0	0	0	0	1	0	0	0
PTU-09783	1	0	0	0	0	0	0	0
PTU-09784	1	0	0	0	0	0	0	0
PTU-09785	0	0	0	0	1	0	0	0
PTU-09786	1	0	0	0	0	0	0	1
PTU-09787	0	0	0	0	1	0	0	0
PTU-09788	1	0	0	0	0	0	0	1
PTU-09789	0	0	0	1	0	0	0	0
PTU-09790	0	0	0	0	0	0	0	1
PTU-09791	0	0	0	1	0	0	0	0
PTU-09792	1	0	0	0	0	0	0	0
PTU-09793	0	0	0	0	0	1	0	0
PTU-09794	0	0	0	0	1	0	0	0
PTU-09795	0	0	0	0	0	0	0	1
