	Agricultural land	Grasslands	Other	Peat	Rhizosphere	Temperate forest	Tropical forest	Unclassified
PTU-27147	0	0	0	0	1	0	0	0
PTU-27148	0	0	0	0	1	0	0	0
PTU-27149	0	0	0	0	1	0	0	0
PTU-27150	0	0	0	0	1	0	0	0
PTU-27151	0	0	0	0	1	0	0	0
PTU-27152	0	0	0	0	1	0	0	0
PTU-27153	0	0	0	0	1	0	0	0
PTU-27154	0	0	0	0	1	0	0	0
PTU-27155	0	0	0	0	1	0	0	0
PTU-27156	0	0	0	0	1	0	0	0
PTU-27157	0	0	0	0	1	0	0	0
PTU-27158	0	0	0	0	1	0	0	0
PTU-27159	0	0	0	0	1	0	0	0
PTU-27160	0	0	0	0	1	0	0	0
PTU-27161	0	0	0	0	1	0	0	0
PTU-27162	0	0	0	0	0	0	1	0
PTU-27163	0	0	0	0	0	0	1	0
PTU-27164	0	0	0	0	1	0	0	0
PTU-27165	0	0	0	0	1	0	0	0
PTU-27166	0	0	0	0	1	0	0	0
PTU-27167	0	0	0	0	1	0	0	0
PTU-27168	0	0	0	0	1	0	0	0
PTU-27169	0	0	0	0	1	0	0	0
PTU-27170	0	0	0	0	0	0	1	0
PTU-27171	0	0	0	0	0	0	1	0
PTU-27172	0	0	0	0	0	0	1	0
PTU-27173	0	0	0	0	0	0	1	0
PTU-27174	0	0	0	0	0	1	0	0
PTU-27175	0	0	0	0	0	1	0	0
PTU-27176	0	0	0	0	1	0	0	0
PTU-27177	0	0	0	0	1	0	0	0
PTU-27178	0	0	0	0	1	0	0	0
PTU-27179	0	0	0	0	1	0	0	0
PTU-27180	0	0	0	0	1	0	0	0
PTU-27181	0	0	0	0	1	0	0	0
PTU-27182	0	0	0	0	1	0	0	0
PTU-27183	0	0	0	0	1	0	0	0
PTU-27184	0	0	0	0	1	0	0	0
PTU-27185	0	0	0	0	1	0	0	0
PTU-27186	0	0	0	0	1	0	0	0
PTU-27187	0	0	0	0	1	0	0	0
PTU-27188	0	0	0	0	1	0	0	0
PTU-27189	0	0	0	0	1	0	0	0
PTU-27190	0	0	0	0	1	0	0	0
PTU-27191	0	0	0	0	1	0	0	0
PTU-27192	0	0	0	0	1	0	0	0
PTU-27193	0	0	0	0	1	0	0	0
PTU-27194	0	0	0	0	1	0	0	0
PTU-27195	0	0	0	0	1	0	0	0
PTU-27196	0	0	0	0	1	0	0	0
PTU-27197	0	0	0	0	1	0	0	0
PTU-27198	0	0	0	0	1	0	0	0
PTU-27199	0	0	0	0	1	0	0	0
PTU-27200	0	0	0	0	0	1	0	0
PTU-27201	0	0	0	0	0	1	0	0
PTU-27202	0	0	0	0	0	1	0	0
PTU-27203	0	0	0	0	0	0	0	1
PTU-27204	0	0	0	0	1	0	0	0
PTU-27205	0	0	0	0	1	0	0	0
PTU-27206	0	0	0	0	1	0	0	0
PTU-27207	0	0	0	0	1	0	0	0
PTU-27208	0	0	0	0	0	1	0	0
PTU-27209	0	0	0	0	0	1	0	0
PTU-27210	0	0	0	0	0	0	0	1
PTU-27211	0	0	0	0	0	0	0	1
PTU-27212	0	0	0	0	0	1	0	0
PTU-27213	0	0	0	0	0	0	0	1
PTU-27214	0	0	0	0	0	0	0	1
PTU-27215	0	0	0	0	0	0	0	1
PTU-27216	0	0	0	0	0	1	0	0
PTU-27217	0	0	0	0	0	1	0	0
PTU-27218	0	0	0	0	0	1	0	0
PTU-27219	0	0	0	0	0	1	0	0
PTU-27220	0	0	0	0	1	0	0	0
PTU-27221	0	0	0	0	1	0	0	0
PTU-27222	0	0	0	0	1	0	0	0
PTU-27223	1	0	0	0	0	0	0	0
PTU-27224	1	0	0	0	0	0	0	0
PTU-27225	1	0	0	0	0	0	0	0
PTU-27226	1	0	0	0	0	0	0	0
PTU-27227	1	0	0	0	0	0	0	0
PTU-27228	1	0	0	0	0	0	0	0
PTU-27229	1	0	0	0	0	0	0	0
PTU-27230	1	0	0	0	0	0	0	0
PTU-27231	1	0	0	0	0	0	0	0
PTU-27232	1	0	0	0	0	0	0	0
PTU-27233	1	0	0	0	0	0	0	0
PTU-27234	1	0	0	0	0	0	0	0
PTU-27235	1	0	0	0	0	0	0	0
PTU-27236	1	0	0	0	0	0	0	0
PTU-27237	1	0	0	0	0	0	0	0
PTU-27238	1	0	0	0	0	0	0	0
PTU-27239	1	0	0	0	0	0	0	0
PTU-27240	1	0	0	0	0	0	0	0
PTU-27241	1	0	0	0	0	0	0	0
PTU-27242	1	0	0	0	0	0	0	0
PTU-27243	1	0	0	0	0	0	0	0
PTU-27244	1	0	0	0	0	0	0	0
PTU-27245	1	0	0	0	0	0	0	0
PTU-27246	1	0	0	0	0	0	0	0
PTU-27247	1	0	0	0	0	0	0	0
PTU-27248	1	0	0	0	0	0	0	0
PTU-27249	1	0	0	0	0	0	0	0
PTU-27250	1	0	0	0	0	0	0	0
PTU-27251	1	0	0	0	0	0	0	0
PTU-27252	1	0	0	0	0	0	0	0
PTU-27253	1	0	0	0	0	0	0	0
PTU-27254	1	0	0	0	0	0	0	0
PTU-27255	1	0	0	0	0	0	0	0
PTU-27256	1	0	0	0	0	0	0	0
PTU-27257	1	0	0	0	0	0	0	0
PTU-27258	1	0	0	0	0	0	0	0
PTU-27259	1	0	0	0	0	0	0	0
PTU-27260	1	0	0	0	0	0	0	0
PTU-27261	1	0	0	0	0	0	0	0
PTU-27262	1	0	0	0	0	0	0	0
PTU-27263	1	0	0	0	0	0	0	0
PTU-27264	0	0	0	0	1	0	0	0
PTU-27265	0	0	1	0	0	0	0	0
PTU-27266	0	0	1	0	0	0	0	0
PTU-27267	0	0	1	0	0	0	0	0
PTU-27268	0	0	1	0	0	0	0	0
PTU-27269	0	0	1	0	0	0	0	0
PTU-27270	0	0	1	0	0	0	0	0
PTU-27271	1	0	0	0	0	0	0	0
PTU-27272	1	0	0	0	0	0	0	0
PTU-27273	1	0	0	0	0	0	0	0
PTU-27274	1	0	0	0	0	0	0	0
PTU-27275	1	0	0	0	0	0	0	0
PTU-27276	1	0	0	0	0	0	0	0
PTU-27277	1	0	0	0	0	0	0	0
PTU-27278	1	0	0	0	0	0	0	0
PTU-27279	1	0	0	0	0	0	0	0
PTU-27280	1	0	0	0	0	0	0	0
PTU-27281	1	0	0	0	0	0	0	0
PTU-27282	1	0	0	0	0	0	0	0
PTU-27283	0	0	1	0	0	0	0	0
PTU-27284	1	0	0	0	0	0	0	0
PTU-27285	1	0	0	0	0	0	0	0
PTU-27286	1	0	0	0	0	0	0	0
PTU-27287	1	0	0	0	0	0	0	0
PTU-27288	1	0	0	0	0	0	0	0
PTU-27289	1	0	0	0	0	0	0	0
PTU-27290	1	0	0	0	0	0	0	0
PTU-27291	1	0	0	0	0	0	0	0
PTU-27292	1	0	0	0	0	0	0	0
PTU-27293	1	0	0	0	0	0	0	0
PTU-27294	1	0	0	0	0	0	0	0
PTU-27295	1	0	0	0	0	0	0	0
PTU-27296	1	0	0	0	0	0	0	0
PTU-27297	1	0	0	0	0	0	0	0
PTU-27298	1	0	0	0	0	0	0	0
PTU-27299	1	0	0	0	0	0	0	0
PTU-27300	1	0	0	0	0	0	0	0
PTU-27301	1	0	0	0	0	0	0	0
PTU-27302	1	0	0	0	0	0	0	0
PTU-27303	1	0	0	0	0	0	0	0
PTU-27304	1	0	0	0	0	0	0	0
PTU-27305	1	0	0	0	0	0	0	0
PTU-27306	1	0	0	0	0	0	0	0
PTU-27307	1	0	0	0	0	0	0	0
PTU-27308	1	0	0	0	0	0	0	0
PTU-27309	1	0	0	0	0	0	0	0
PTU-27310	1	0	0	0	0	0	0	0
PTU-27311	1	0	0	0	0	0	0	0
PTU-27312	1	0	0	0	0	0	0	0
PTU-27313	1	0	0	0	0	0	0	0
PTU-27314	1	0	0	0	0	0	0	0
PTU-27315	1	0	0	0	0	0	0	0
PTU-27316	1	0	0	0	0	0	0	0
PTU-27317	1	0	0	0	0	0	0	0
PTU-27318	1	0	0	0	0	0	0	0
PTU-27319	1	0	0	0	0	0	0	0
PTU-27320	1	0	0	0	0	0	0	0
PTU-27321	1	0	0	0	0	0	0	0
PTU-27322	1	0	0	0	0	0	0	0
PTU-27323	1	0	0	0	0	0	0	0
PTU-27324	1	0	0	0	0	0	0	0
PTU-27325	1	0	0	0	0	0	0	0
PTU-27326	1	0	0	0	0	0	0	0
PTU-27327	1	0	0	0	0	0	0	0
PTU-27328	1	0	0	0	0	0	0	0
PTU-27329	1	0	0	0	0	0	0	0
PTU-27330	1	0	0	0	0	0	0	0
PTU-27331	1	0	0	0	0	0	0	0
PTU-27332	1	0	0	0	0	0	0	0
PTU-27333	1	0	0	0	0	0	0	0
PTU-27334	1	0	0	0	0	0	0	0
PTU-27335	1	0	0	0	0	0	0	0
PTU-27336	1	0	0	0	0	0	0	0
PTU-27337	1	0	0	0	0	0	0	0
PTU-27338	1	0	0	0	0	0	0	0
PTU-27339	1	0	0	0	0	0	0	0
PTU-27340	1	0	0	0	0	0	0	0
PTU-27341	1	0	0	0	0	0	0	0
PTU-27342	1	0	0	0	0	0	0	0
PTU-27343	1	0	0	0	0	0	0	0
PTU-27344	1	0	0	0	0	0	0	0
PTU-27345	1	0	0	0	0	0	0	0
PTU-27346	1	0	0	0	0	0	0	0
PTU-27347	1	0	0	0	0	0	0	0
PTU-27348	1	0	0	0	0	0	0	0
PTU-27349	1	0	0	0	0	0	0	0
PTU-27350	1	0	0	0	0	0	0	0
PTU-27351	1	0	0	0	0	0	0	0
PTU-27352	1	0	0	0	0	0	0	0
PTU-27353	1	0	0	0	0	0	0	0
PTU-27354	1	0	0	0	0	0	0	0
PTU-27355	1	0	0	0	0	0	0	0
PTU-27356	1	0	0	0	0	0	0	0
PTU-27357	1	0	0	0	0	0	0	0
PTU-27358	1	0	0	0	0	0	0	0
PTU-27359	1	0	0	0	0	0	0	0
PTU-27360	1	0	0	0	0	0	0	0
PTU-27361	1	0	0	0	0	0	0	0
PTU-27362	1	0	0	0	0	0	0	0
PTU-27363	1	0	0	0	0	0	0	0
PTU-27364	1	0	0	0	0	0	0	0
PTU-27365	1	0	0	0	0	0	0	0
PTU-27366	1	0	0	0	0	0	0	0
PTU-27367	1	0	0	0	0	0	0	0
PTU-27368	1	0	0	0	0	0	0	0
PTU-27369	1	0	0	0	0	0	0	0
PTU-27370	1	0	0	0	0	0	0	0
PTU-27371	1	0	0	0	0	0	0	0
PTU-27372	1	0	0	0	0	0	0	0
PTU-27373	1	0	0	0	0	0	0	0
PTU-27374	1	0	0	0	0	0	0	0
PTU-27375	1	0	0	0	0	0	0	0
PTU-27376	1	0	0	0	0	0	0	0
PTU-27377	1	0	0	0	0	0	0	0
PTU-27378	1	0	0	0	0	0	0	0
PTU-27379	1	0	0	0	0	0	0	0
PTU-27380	1	0	0	0	0	0	0	0
PTU-27381	1	0	0	0	0	0	0	0
PTU-27382	1	0	0	0	0	0	0	0
PTU-27383	1	0	0	0	0	0	0	0
PTU-27384	1	0	0	0	0	0	0	0
PTU-27385	1	0	0	0	0	0	0	0
PTU-27386	1	0	0	0	0	0	0	0
PTU-27387	1	0	0	0	0	0	0	0
PTU-27388	1	0	0	0	0	0	0	0
PTU-27389	1	0	0	0	0	0	0	0
PTU-27390	0	0	0	0	1	0	0	0
PTU-27391	0	0	0	0	1	0	0	0
PTU-27392	0	0	0	0	1	0	0	0
PTU-27393	0	0	0	0	1	0	0	0
PTU-27394	0	0	0	0	1	0	0	0
PTU-27395	0	0	0	0	1	0	0	0
PTU-27396	0	0	0	0	1	0	0	0
PTU-27397	0	0	0	0	1	0	0	0
PTU-27398	0	0	0	0	1	0	0	0
PTU-27399	0	0	0	0	1	0	0	0
PTU-27400	0	0	0	0	1	0	0	0
PTU-27401	0	0	0	0	1	0	0	0
PTU-27402	0	0	0	0	1	0	0	0
PTU-27403	0	0	0	0	1	0	0	0
PTU-27404	0	0	0	0	1	0	0	0
PTU-27405	0	0	0	0	1	0	0	0
PTU-27406	0	0	0	0	1	0	0	0
PTU-27407	0	0	0	0	1	0	0	0
PTU-27408	0	0	0	0	1	0	0	0
PTU-27409	0	0	0	0	1	0	0	0
PTU-27410	0	0	0	0	1	0	0	0
PTU-27411	0	0	0	0	1	0	0	0
PTU-27412	0	0	0	0	1	0	0	0
PTU-27413	0	0	0	0	1	0	0	0
PTU-27414	0	0	0	0	1	0	0	0
PTU-27415	0	0	0	0	1	0	0	0
PTU-27416	0	0	0	0	1	0	0	0
PTU-27417	0	0	0	0	1	0	0	0
PTU-27418	0	0	0	0	1	0	0	0
PTU-27419	0	0	0	0	1	0	0	0
PTU-27420	0	0	0	0	1	0	0	0
PTU-27421	0	0	0	0	1	0	0	0
PTU-27422	0	0	0	0	1	0	0	0
PTU-27423	0	0	0	0	1	0	0	0
PTU-27424	0	0	0	0	1	0	0	0
PTU-27425	0	0	0	0	1	0	0	0
PTU-27426	0	0	0	0	1	0	0	0
PTU-27427	0	0	0	0	1	0	0	0
PTU-27428	0	0	0	0	1	0	0	0
PTU-27429	0	0	0	0	1	0	0	0
PTU-27430	0	0	0	0	1	0	0	0
PTU-27431	0	0	0	0	1	0	0	0
PTU-27432	0	0	0	0	1	0	0	0
PTU-27433	0	0	0	0	1	0	0	0
PTU-27434	0	0	0	0	1	0	0	0
PTU-27435	0	0	0	0	1	0	0	0
PTU-27436	0	0	0	0	1	0	0	0
PTU-27437	0	0	0	0	1	0	0	0
PTU-27438	0	0	0	0	1	0	0	0
PTU-27439	0	0	0	0	1	0	0	0
PTU-27440	0	0	0	0	1	0	0	0
PTU-27441	0	0	0	0	1	0	0	0
PTU-27442	0	0	0	0	1	0	0	0
PTU-27443	0	0	0	0	1	0	0	0
PTU-27444	0	0	0	0	1	0	0	0
PTU-27445	0	0	0	0	1	0	0	0
PTU-27446	0	0	0	0	1	0	0	0
PTU-27447	0	0	0	0	1	0	0	0
PTU-27448	0	0	0	0	1	0	0	0
PTU-27449	0	0	0	0	1	0	0	0
PTU-27450	0	0	0	0	1	0	0	0
PTU-27451	0	0	0	0	1	0	0	0
PTU-27452	0	0	0	0	1	0	0	0
PTU-27453	0	0	0	0	1	0	0	0
PTU-27454	0	0	0	0	1	0	0	0
PTU-27455	0	0	0	0	1	0	0	0
PTU-27456	0	0	0	0	1	0	0	0
PTU-27457	0	0	0	0	1	0	0	0
PTU-27458	0	0	0	0	1	0	0	0
PTU-27459	0	0	0	0	1	0	0	0
PTU-27460	0	0	0	0	1	0	0	0
PTU-27461	0	0	0	0	1	0	0	0
PTU-27462	0	0	0	0	1	0	0	0
PTU-27463	0	0	0	0	1	0	0	0
PTU-27464	0	0	0	0	1	0	0	0
PTU-27465	0	0	0	0	1	0	0	0
PTU-27466	0	0	0	0	1	0	0	0
PTU-27467	0	0	0	0	1	0	0	0
PTU-27468	0	0	0	0	1	0	0	0
PTU-27469	0	0	0	0	1	0	0	0
PTU-27470	0	0	0	0	1	0	0	0
PTU-27471	0	0	0	0	1	0	0	0
PTU-27472	1	0	0	0	0	0	0	0
PTU-27473	1	0	0	0	0	0	0	0
PTU-27474	1	0	0	0	0	0	0	0
PTU-27475	1	0	0	0	0	0	0	0
PTU-27476	1	0	0	0	0	0	0	0
PTU-27477	1	0	0	0	0	0	0	0
PTU-27478	1	0	0	0	0	0	0	0
PTU-27479	1	0	0	0	0	0	0	0
PTU-27480	0	0	0	0	1	0	0	0
PTU-27481	0	0	0	0	1	0	0	0
PTU-27482	0	0	0	0	1	0	0	0
PTU-27483	0	0	0	0	1	0	0	0
PTU-27484	0	0	0	0	1	0	0	0
PTU-27485	0	0	0	0	1	0	0	0
PTU-27486	0	0	0	0	1	0	0	0
PTU-27487	0	0	0	0	1	0	0	0
PTU-27488	0	0	0	0	1	0	0	0
PTU-27489	0	0	0	0	1	0	0	0
PTU-27490	0	0	0	0	1	0	0	0
PTU-27491	1	0	0	0	0	0	0	0
PTU-27492	1	0	0	0	0	0	0	0
PTU-27493	0	0	0	0	1	0	0	0
PTU-27494	1	0	0	0	0	0	0	0
PTU-27495	1	0	0	0	0	0	0	0
PTU-27496	1	0	0	0	0	0	0	0
PTU-27497	1	0	0	0	0	0	0	0
PTU-27498	1	0	0	0	0	0	0	0
PTU-27499	1	0	0	0	0	0	0	0
PTU-27500	1	0	0	0	0	0	0	0
PTU-27501	1	0	0	0	0	0	0	0
PTU-27502	1	0	0	0	0	0	0	0
PTU-27503	1	0	0	0	0	0	0	0
PTU-27504	1	0	0	0	0	0	0	0
PTU-27505	1	0	0	0	0	0	0	0
PTU-27506	1	0	0	0	0	0	0	0
PTU-27507	1	0	0	0	0	0	0	0
PTU-27508	1	0	0	0	0	0	0	0
PTU-27509	1	0	0	0	0	0	0	0
PTU-27510	1	0	0	0	0	0	0	0
PTU-27511	1	0	0	0	0	0	0	0
PTU-27512	0	0	0	0	1	0	0	0
PTU-27513	0	0	1	0	0	0	0	0
PTU-27514	0	0	1	0	0	0	0	0
PTU-27515	0	0	1	0	0	0	0	0
PTU-27516	1	0	0	0	0	0	0	0
PTU-27517	1	0	0	0	0	0	0	0
PTU-27518	1	0	0	0	0	0	0	0
PTU-27519	1	0	0	0	0	0	0	0
PTU-27520	1	0	0	0	0	0	0	0
PTU-27521	1	0	0	0	0	0	0	0
PTU-27522	0	0	0	0	1	0	0	0
PTU-27523	0	0	0	0	1	0	0	0
PTU-27524	0	0	0	0	1	0	0	0
PTU-27525	0	0	0	0	1	0	0	0
PTU-27526	0	0	0	0	1	0	0	0
PTU-27527	0	0	0	0	1	0	0	0
PTU-27528	0	0	0	0	1	0	0	0
PTU-27529	0	0	0	0	0	1	0	0
PTU-27530	0	0	0	0	0	1	0	0
PTU-27531	0	0	0	0	0	1	0	0
PTU-27532	0	0	0	0	0	1	0	0
PTU-27533	1	0	0	0	0	0	0	0
PTU-27534	1	0	0	0	0	0	0	0
PTU-27535	1	0	0	0	0	0	0	0
PTU-27536	0	0	0	0	1	0	0	0
PTU-27537	0	0	1	0	0	0	0	0
PTU-27538	0	0	1	0	0	0	0	0
PTU-27539	0	0	1	0	0	0	0	0
PTU-27540	0	0	0	0	1	0	0	0
PTU-27541	0	0	0	0	1	0	0	0
PTU-27542	0	0	0	0	1	0	0	0
PTU-27543	0	0	0	0	1	0	0	0
PTU-27544	0	0	0	0	1	0	0	0
PTU-27545	1	0	0	0	0	0	0	0
PTU-27546	1	0	0	0	0	0	0	0
PTU-27547	1	0	0	0	0	0	0	0
PTU-27548	1	0	0	0	0	0	0	0
PTU-27549	1	0	0	0	0	0	0	0
PTU-27550	1	0	0	0	0	0	0	0
PTU-27551	1	0	0	0	0	0	0	0
PTU-27552	1	0	0	0	0	0	0	0
PTU-27553	0	0	0	0	0	1	0	0
PTU-27554	0	0	0	0	0	1	0	0
PTU-27555	0	0	0	0	0	1	0	0
PTU-27556	0	0	0	0	0	0	1	0
PTU-27557	0	0	0	0	0	0	1	0
PTU-27558	0	0	0	0	0	0	1	0
PTU-27559	0	0	0	0	0	0	0	1
PTU-27560	0	0	0	0	0	0	0	1
PTU-27561	0	0	0	0	0	0	0	1
PTU-27562	0	0	0	0	0	0	0	1
PTU-27563	0	0	0	0	0	0	0	1
PTU-27564	0	0	0	0	0	0	0	1
PTU-27565	0	0	0	0	0	0	0	1
PTU-27566	0	0	0	0	0	0	0	1
PTU-27567	0	0	0	0	0	0	0	1
PTU-27568	0	0	0	0	1	0	0	0
PTU-27569	0	0	0	0	1	0	0	0
PTU-27570	0	0	0	0	1	0	0	0
PTU-27571	0	0	0	0	1	0	0	0
PTU-27572	0	0	0	0	1	0	0	0
PTU-27573	0	0	0	0	1	0	0	0
PTU-27574	0	0	0	0	0	0	1	0
PTU-27575	0	0	0	0	0	0	1	0
PTU-27576	0	0	0	0	1	0	0	0
PTU-27577	0	0	0	0	0	0	1	0
PTU-27578	0	0	0	0	0	0	1	0
PTU-27579	0	0	0	0	0	0	1	0
PTU-27580	0	0	0	0	0	0	1	0
PTU-27581	0	0	0	0	0	0	1	0
PTU-27582	0	0	0	0	0	0	1	0
PTU-27583	0	0	0	0	0	0	1	0
PTU-27584	0	0	0	0	0	0	1	0
PTU-27585	0	0	0	0	0	0	1	0
PTU-27586	0	0	0	0	0	0	1	0
PTU-27587	0	0	0	0	0	0	1	0
PTU-27588	0	0	0	0	0	0	1	0
PTU-27589	0	0	0	0	0	0	1	0
PTU-27590	0	0	0	0	0	0	1	0
PTU-27591	0	0	0	0	0	0	1	0
PTU-27592	0	0	0	0	0	0	1	0
PTU-27593	0	0	0	0	0	0	1	0
PTU-27594	0	0	0	0	0	0	1	0
PTU-27595	0	0	0	0	1	0	0	0
PTU-27596	0	0	0	0	1	0	0	0
PTU-27597	1	0	0	0	0	0	0	0
PTU-27598	0	0	0	0	1	0	0	0
PTU-27599	1	0	0	0	0	0	0	0
PTU-27600	1	0	0	0	0	0	0	0
PTU-27601	1	0	0	0	0	0	0	0
PTU-27602	1	0	0	0	0	0	0	0
PTU-27603	1	0	0	0	0	0	0	0
PTU-27604	1	0	0	0	0	0	0	0
PTU-27605	1	0	0	0	0	0	0	0
PTU-27606	1	0	0	0	0	0	0	0
PTU-27607	1	0	0	0	0	0	0	0
PTU-27608	1	0	0	0	0	0	0	0
PTU-27609	1	0	0	0	0	0	0	0
PTU-27610	1	0	0	0	0	0	0	0
PTU-27611	1	0	0	0	0	0	0	0
PTU-27612	1	0	0	0	0	0	0	0
PTU-27613	1	0	0	0	0	0	0	0
PTU-27614	1	0	0	0	0	0	0	0
PTU-27615	1	0	0	0	0	0	0	0
PTU-27616	1	0	0	0	0	0	0	0
PTU-27617	0	0	0	0	1	0	0	0
PTU-27618	1	0	0	0	0	0	0	0
PTU-27619	0	0	0	0	1	0	0	0
PTU-27620	1	0	0	0	0	0	0	0
PTU-27621	1	0	0	0	0	0	0	0
PTU-27622	1	0	0	0	0	0	0	0
PTU-27623	1	0	0	0	0	0	0	0
PTU-27624	1	0	0	0	0	0	0	0
PTU-27625	1	0	0	0	0	0	0	0
PTU-27626	1	0	0	0	0	0	0	0
PTU-27627	1	0	0	0	0	0	0	0
PTU-27628	1	0	0	0	0	0	0	0
PTU-27629	1	0	0	0	0	0	0	0
PTU-27630	1	0	0	0	0	0	0	0
PTU-27631	1	0	0	0	0	0	0	0
PTU-27632	1	0	0	0	0	0	0	0
PTU-27633	1	0	0	0	0	0	0	0
PTU-27634	1	0	0	0	0	0	0	0
PTU-27635	1	0	0	0	0	0	0	0
PTU-27636	0	0	0	0	1	0	0	0
PTU-27637	0	0	0	0	0	0	1	0
PTU-27638	0	0	0	0	0	0	1	0
PTU-27639	0	0	0	0	0	0	1	0
PTU-27640	0	0	0	0	0	1	0	0
PTU-27641	0	0	0	0	0	1	0	0
PTU-27642	0	0	0	0	0	1	0	0
PTU-27643	0	0	0	0	0	1	0	0
PTU-27644	0	0	0	0	0	1	0	0
PTU-27645	0	0	0	0	0	1	0	0
PTU-27646	0	0	0	0	0	1	0	0
PTU-27647	0	0	0	0	0	1	0	0
PTU-27648	0	0	0	0	0	1	0	0
PTU-27649	0	0	0	0	0	1	0	0
PTU-27650	0	0	0	0	0	1	0	0
PTU-27651	0	0	0	0	0	1	0	0
PTU-27652	0	0	0	0	0	1	0	0
PTU-27653	0	0	0	0	0	1	0	0
PTU-27654	0	0	0	0	0	1	0	0
PTU-27655	0	0	0	0	0	1	0	0
PTU-27656	0	0	0	0	0	1	0	0
PTU-27657	0	0	0	0	0	1	0	0
PTU-27658	0	0	0	0	0	1	0	0
PTU-27659	0	0	0	0	0	1	0	0
PTU-27660	0	0	0	0	0	0	1	0
PTU-27661	0	0	0	0	0	1	0	0
PTU-27662	0	0	0	0	0	1	0	0
PTU-27663	0	0	0	0	0	1	0	0
PTU-27664	0	0	0	0	0	1	0	0
PTU-27665	0	0	0	0	0	1	0	0
PTU-27666	0	0	0	0	0	1	0	0
PTU-27667	0	0	0	0	0	1	0	0
PTU-27668	0	0	0	0	0	1	0	0
PTU-27669	0	0	0	0	0	1	0	0
PTU-27670	0	0	0	0	0	1	0	0
PTU-27671	0	0	0	0	0	1	0	0
PTU-27672	0	0	0	0	0	1	0	0
PTU-27673	0	0	0	0	0	1	0	0
PTU-27674	0	0	0	0	0	1	0	0
PTU-27675	0	0	0	0	0	1	0	0
PTU-27676	0	0	0	0	0	1	0	0
PTU-27677	0	0	0	0	0	1	0	0
PTU-27678	0	0	0	0	0	1	0	0
PTU-27679	0	0	0	0	0	1	0	0
PTU-27680	0	0	0	0	0	1	0	0
PTU-27681	0	0	0	0	0	1	0	0
PTU-27682	0	0	0	0	0	1	0	0
PTU-27683	0	0	0	0	0	1	0	0
PTU-27684	0	0	0	0	0	1	0	0
PTU-27685	0	0	0	0	0	1	0	0
PTU-27686	0	0	0	0	0	1	0	0
PTU-27687	0	0	0	0	0	1	0	0
PTU-27688	0	0	0	0	0	1	0	0
PTU-27689	0	0	0	0	0	1	0	0
PTU-27690	0	0	0	0	0	1	0	0
PTU-27691	0	0	0	0	0	1	0	0
PTU-27692	0	0	0	0	0	0	1	0
PTU-27693	0	0	0	0	0	0	1	0
PTU-27694	0	0	0	0	0	0	1	0
PTU-27695	0	0	0	0	0	0	1	0
PTU-27696	0	0	0	0	0	0	1	0
PTU-27697	0	0	0	0	0	0	1	0
PTU-27698	0	0	0	0	0	0	1	0
PTU-27699	0	0	0	0	0	0	1	0
PTU-27700	0	0	0	0	0	1	0	0
PTU-27701	0	0	0	0	0	1	0	0
PTU-27702	0	0	0	0	0	1	0	0
PTU-27703	0	0	0	0	0	1	0	0
PTU-27704	0	0	0	0	0	1	0	0
PTU-27705	0	0	0	0	0	1	0	0
PTU-27706	0	0	0	0	0	1	0	0
PTU-27707	0	0	0	0	0	1	0	0
PTU-27708	0	0	0	0	0	1	0	0
PTU-27709	0	0	0	0	0	1	0	0
PTU-27710	0	0	0	0	0	1	0	0
PTU-27711	0	0	0	0	0	1	0	0
PTU-27712	0	0	0	0	0	1	0	0
PTU-27713	0	0	0	0	0	1	0	0
PTU-27714	0	0	0	0	0	1	0	0
PTU-27715	0	0	0	0	0	1	0	0
PTU-27716	0	0	0	0	0	1	0	0
PTU-27717	0	0	0	0	0	1	0	0
PTU-27718	0	0	0	0	0	1	0	0
PTU-27719	0	0	0	0	0	1	0	0
PTU-27720	1	0	0	0	0	0	0	0
PTU-27721	1	0	0	0	0	0	0	0
PTU-27722	0	0	0	0	0	1	0	0
PTU-27723	1	0	0	0	0	0	0	0
PTU-27724	1	0	0	0	0	0	0	0
PTU-27725	1	0	0	0	0	0	0	0
PTU-27726	1	0	0	0	0	0	0	0
PTU-27727	1	0	0	0	0	0	0	0
PTU-27728	1	0	0	0	0	0	0	0
PTU-27729	1	0	0	0	0	0	0	0
PTU-27730	1	0	0	0	0	0	0	0
PTU-27731	1	0	0	0	0	0	0	0
PTU-27732	1	0	0	0	0	0	0	0
PTU-27733	1	0	0	0	0	0	0	0
PTU-27734	1	0	0	0	0	0	0	0
PTU-27735	1	0	0	0	0	0	0	0
PTU-27736	1	0	0	0	0	0	0	0
PTU-27737	1	0	0	0	0	0	0	0
PTU-27738	1	0	0	0	0	0	0	0
PTU-27739	1	0	0	0	0	0	0	0
PTU-27740	1	0	0	0	0	0	0	0
PTU-27741	1	0	0	0	0	0	0	0
PTU-27742	1	0	0	0	0	0	0	0
PTU-27743	1	0	0	0	0	0	0	0
PTU-27744	1	0	0	0	0	0	0	0
PTU-27745	1	0	0	0	0	0	0	0
PTU-27746	1	0	0	0	0	0	0	0
PTU-27747	1	0	0	0	0	0	0	0
PTU-27748	1	0	0	0	0	0	0	0
PTU-27749	1	0	0	0	0	0	0	0
PTU-27750	1	0	0	0	0	0	0	0
PTU-27751	1	0	0	0	0	0	0	0
PTU-27752	1	0	0	0	0	0	0	0
